gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0.00,1.00,순위
다사5392,0,0,0,0,0,0,0,0,0,8,1.00,0.00,6776
다사4403,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6777
다사3063,0,0,0,0,0,7,0,0,0,256,1.00,0.00,6778
다아6507,0,0,0,0,0,6,0,0,0,59,1.00,0.00,6779
다사6296,0,0,0,0,1,3,0,0,0,6,1.00,0.00,6780
다사9696,0,0,0,0,0,7,0,0,0,88,1.00,0.00,6781
라사0447,0,0,0,0,0,0,0,0,0,106,1.00,0.00,6782
다아4903,0,0,0,0,0,4,0,1,7,203,1.00,0.00,6783
다사8958,0,0,0,0,0,0,0,0,0,14,1.00,0.00,6784
다사4038,0,0,0,0,5,4,0,0,11,348,1.00,0.00,6785
다사9068,0,0,0,0,0,0,0,0,0,11,1.00,0.00,6786
다사6604,0,0,0,0,0,3,0,0,0,80,1.00,0.00,6787
다사6311,0,1,0,0,9,6,0,3,503,6365,1.00,0.00,6788
다사8182,0,0,0,0,0,3,0,0,0,55,1.00,0.00,6789
다사2707,0,0,0,0,0,0,0,0,0,26,1.00,0.00,6790
다바8789,0,0,0,0,0,4,0,1,0,144,1.00,0.00,6791
다사7231,0,0,0,0,0,0,0,1,0,138,1.00,0.00,6792
다바8591,0,0,0,0,0,0,0,0,0,32,1.00,0.00,6793
다사8651,0,0,0,0,0,0,0,0,0,52,1.00,0.00,6794
다사7677,0,0,0,0,1,2,0,0,0,278,1.00,0.00,6795
다사9962,0,0,0,0,0,0,0,0,0,31,1.00,0.00,6796
다사9629,0,0,0,0,0,0,0,0,0,24,1.00,0.00,6797
라사0448,0,0,0,0,0,0,0,0,0,12,1.00,0.00,6798
다사3740,0,0,0,0,0,5,0,0,0,63,1.00,0.00,6799
다아6310,0,0,0,0,0,0,0,0,0,30,1.00,0.00,6800
다사7212,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6801
다사8927,0,0,0,0,0,0,0,0,0,21,1.00,0.00,6802
다아5611,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6803
다사8664,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6804
다사8155,0,0,0,0,0,6,0,0,0,260,1.00,0.00,6805
다사4085,0,0,0,0,0,8,0,0,0,231,1.00,0.00,6806
다사7805,0,0,0,0,0,0,0,0,0,15,1.00,0.00,6807
다사7181,0,0,0,0,0,1,0,1,0,305,1.00,0.00,6808
다아8506,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6809
다사8461,0,0,0,0,2,5,0,5,98,2104,1.00,0.00,6810
다사7995,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6811
라사2145,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6812
다아5508,0,0,0,0,0,0,0,0,0,7,1.00,0.00,6813
다사3688,0,0,0,0,0,4,0,0,0,34,1.00,0.00,6814
다사4817,0,0,0,0,0,4,0,0,0,141,1.00,0.00,6815
다사9399,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6816
다바3393,0,0,0,0,0,4,0,0,0,369,1.00,0.00,6817
다사6715,0,0,0,0,1,4,0,0,0,108,1.00,0.00,6818
라사0342,0,0,0,0,0,4,0,0,0,331,1.00,0.00,6819
다사5890,0,0,0,0,1,6,0,0,0,212,1.00,0.00,6820
라사0204,0,0,0,0,0,2,0,0,0,126,1.00,0.00,6821
다사9414,0,0,0,0,0,3,0,0,0,155,1.00,0.00,6822
다사5514,0,0,0,0,0,1,0,0,0,128,1.00,0.00,6823
다사5907,0,0,0,0,0,3,0,2,0,243,1.00,0.00,6824
다사3585,0,0,0,0,3,4,0,1,70,973,1.00,0.00,6825
다사4773,0,0,0,0,0,8,0,0,0,269,1.00,0.00,6826
다바8088,0,0,0,0,0,0,0,1,10,322,1.00,0.00,6827
라사0345,0,0,0,0,0,0,0,0,0,10,1.00,0.00,6828
다사5504,0,0,0,0,0,0,0,0,0,21,1.00,0.00,6829
다바4494,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6830
다바6385,0,0,0,0,0,4,0,0,0,106,1.00,0.00,6831
다사6128,0,0,0,0,1,6,0,3,89,1446,1.00,0.00,6832
라바0394,0,0,0,0,0,4,0,0,0,60,1.00,0.00,6833
다사5891,0,0,0,0,0,5,0,0,0,84,1.00,0.00,6834
다사7337,0,0,0,0,0,2,0,2,30,1039,1.00,0.00,6835
다바6993,0,0,0,0,2,8,0,0,0,105,1.00,0.00,6836
라사0750,0,0,0,0,0,0,0,0,0,65,1.00,0.00,6837
다사4392,0,0,0,0,0,6,0,2,7,362,1.00,0.00,6838
다사6669,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6839
다사8972,0,0,0,0,0,0,0,0,0,27,1.00,0.00,6840
다사9945,0,0,0,0,1,5,0,0,9,469,1.00,0.00,6841
라사0855,0,0,0,0,0,2,0,0,0,65,1.00,0.00,6842
라사0159,0,0,0,0,0,2,0,0,0,42,1.00,0.00,6843
다사1965,0,0,0,0,0,0,0,0,10,346,1.00,0.00,6844
라사0231,0,0,0,0,0,5,0,0,0,126,1.00,0.00,6845
라사0728,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6846
라사1123,0,0,0,0,1,1,0,0,119,1350,1.00,0.00,6847
다사9434,0,0,0,0,0,2,0,0,0,91,1.00,0.00,6848
라사1724,0,0,0,0,0,1,0,0,0,49,1.00,0.00,6849
다바8688,0,0,0,0,0,0,0,0,0,49,1.00,0.00,6850
다사5108,0,1,0,0,1,2,0,0,0,74,1.00,0.00,6851
다사3111,0,0,0,0,2,4,0,0,23,789,1.00,0.00,6852
다아7200,0,0,0,0,0,4,0,0,0,88,1.00,0.00,6853
다사7659,0,0,0,0,0,0,0,0,0,22,1.00,0.00,6854
다사4830,0,0,0,0,0,0,0,0,0,17,1.00,0.00,6855
다사4039,0,0,0,0,1,4,0,0,0,231,1.00,0.00,6856
라사2012,0,0,0,0,0,5,0,0,0,64,1.00,0.00,6857
라사1540,0,0,0,0,0,1,0,0,0,45,1.00,0.00,6858
다사9856,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6859
다바8898,0,0,0,0,0,4,0,0,0,120,1.00,0.00,6860
다사6788,0,0,0,0,0,5,0,0,0,22,1.00,0.00,6861
다사3483,0,0,0,0,0,2,0,0,0,33,1.00,0.00,6862
라사0065,0,0,0,0,0,0,0,0,0,20,1.00,0.00,6863
다사7068,0,0,0,0,0,0,0,0,0,26,1.00,0.00,6864
라사0131,0,0,0,0,0,5,0,0,0,172,1.00,0.00,6865
다사2266,0,0,0,0,0,0,0,0,0,62,1.00,0.00,6866
다바4587,0,0,0,1,2,7,0,1,19,668,1.00,0.00,6867
라사0126,0,0,0,0,0,1,0,0,0,141,1.00,0.00,6868
라사0718,0,0,0,0,0,6,0,0,0,140,1.00,0.00,6869
다사9312,0,0,0,0,0,2,0,0,0,122,1.00,0.00,6870
다사8866,0,0,0,0,0,1,0,0,0,70,1.00,0.00,6871
다사1769,0,0,0,0,0,0,0,0,0,122,1.00,0.00,6872
다사3579,0,0,0,0,3,6,0,0,0,242,1.00,0.00,6873
라사0930,0,0,0,0,0,1,0,0,0,139,1.00,0.00,6874
다사4328,0,0,0,0,0,6,0,0,0,82,1.00,0.00,6875
다바7093,0,0,0,0,0,0,0,0,0,41,1.00,0.00,6876
다바8886,0,0,0,0,0,4,0,0,0,133,1.00,0.00,6877
다바4391,0,0,0,0,0,4,0,0,0,88,1.00,0.00,6878
다바7680,0,0,0,0,0,3,0,0,0,75,1.00,0.00,6879
다아8810,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6880
다아5604,0,0,0,0,0,2,0,0,0,12,1.00,0.00,6881
다사8672,0,0,0,0,0,0,0,0,0,14,1.00,0.00,6882
다사3416,0,0,0,0,0,0,0,0,0,9,1.00,0.00,6883
라사1642,0,0,0,0,0,0,0,0,0,79,1.00,0.00,6884
다사7693,0,0,0,0,1,3,0,2,39,1526,1.00,0.00,6885
다바7585,0,0,0,0,0,4,0,0,0,142,1.00,0.00,6886
다사5867,0,0,0,0,0,0,0,0,0,16,1.00,0.00,6887
다사7997,0,0,0,0,0,1,0,0,0,45,1.00,0.00,6888
다사1719,0,0,0,0,4,7,0,0,6,265,1.00,0.00,6889
다아6110,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6890
다사9411,0,0,0,0,0,0,0,0,0,74,1.00,0.00,6891
다사8118,0,0,0,0,0,2,0,0,7,150,1.00,0.00,6892
다바5786,0,0,0,0,0,1,0,0,0,112,1.00,0.00,6893
다사4015,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6894
다바5384,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6895
다사6181,0,0,0,0,4,11,0,8,395,7723,1.00,0.00,6896
다바7593,0,0,0,0,0,2,0,0,0,161,1.00,0.00,6897
다사4084,0,0,0,0,0,2,0,0,0,164,1.00,0.00,6898
라사2015,0,0,0,0,0,0,0,0,0,27,1.00,0.00,6899
라사0040,0,0,0,0,0,5,0,0,22,564,1.00,0.00,6900
다사8596,0,0,0,0,0,2,0,1,0,176,1.00,0.00,6901
다사6470,0,0,0,0,1,6,0,3,115,3083,1.00,0.00,6902
라바0998,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6903
다사3818,0,0,0,0,0,6,0,1,0,80,1.00,0.00,6904
다사5226,0,0,0,0,0,8,0,1,0,105,1.00,0.00,6905
다바9298,0,0,0,0,0,0,0,0,0,10,1.00,0.00,6906
다사5778,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6907
다사7816,0,0,0,0,0,5,0,0,0,234,1.00,0.00,6908
라사2038,0,0,0,0,0,0,0,0,0,35,1.00,0.00,6909
라사0205,0,0,0,0,0,4,0,1,0,72,1.00,0.00,6910
다사7596,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6911
다사3173,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6912
다사4608,0,0,0,0,3,4,0,0,0,170,1.00,0.00,6913
다아5307,0,0,0,0,0,0,0,0,0,9,1.00,0.00,6914
다사9055,0,0,0,0,0,2,0,0,0,217,1.00,0.00,6915
다사2710,0,0,0,0,1,2,0,0,0,51,1.00,0.00,6916
다사6873,0,0,0,0,0,0,0,0,0,10,1.00,0.00,6917
다사8133,0,0,0,0,1,10,0,6,154,3304,1.00,0.00,6918
라사2049,0,0,0,0,0,2,0,0,0,50,1.00,0.00,6919
다사8908,0,0,0,0,0,2,0,0,0,113,1.00,0.00,6920
다바3899,0,0,0,0,0,4,0,0,0,86,1.00,0.00,6921
다사8730,0,0,0,0,0,0,0,0,0,39,1.00,0.00,6922
다사5188,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6923
다아8208,0,0,0,0,0,0,0,0,0,11,1.00,0.00,6924
라사1819,0,0,0,1,0,6,0,0,0,77,1.00,0.00,6925
다아9009,0,0,0,0,0,0,0,0,0,80,1.00,0.00,6926
라사1506,0,0,0,0,0,0,0,0,0,12,1.00,0.00,6927
다사9468,0,0,0,0,0,4,0,0,0,37,1.00,0.00,6928
다사4212,0,0,0,0,2,2,0,0,0,196,1.00,0.00,6929
다사4380,0,0,0,0,0,0,0,0,0,10,1.00,0.00,6930
다사2055,0,0,0,0,0,0,0,0,0,37,1.00,0.00,6931
다사5793,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6932
다사8517,0,0,0,0,0,5,0,0,0,56,1.00,0.00,6933
다바4683,0,0,0,0,0,0,0,0,0,69,1.00,0.00,6934
다바5482,0,0,0,0,0,1,0,0,0,31,1.00,0.00,6935
다사7158,0,0,0,0,0,6,0,1,9,240,1.00,0.00,6936
다사7058,0,0,0,0,1,2,0,0,29,421,1.00,0.00,6937
다사9601,0,0,0,0,0,1,0,0,0,148,1.00,0.00,6938
다아8900,0,0,0,0,0,0,0,0,0,35,1.00,0.00,6939
다사9018,0,0,0,0,0,0,0,0,0,11,1.00,0.00,6940
라사0843,0,0,0,0,1,6,0,3,286,3573,1.00,0.00,6941
다아8400,0,0,0,0,0,2,0,0,19,237,1.00,0.00,6942
다사7801,0,0,0,0,0,4,0,0,0,85,1.00,0.00,6943
다사9770,0,0,0,0,0,0,0,0,0,61,1.00,0.00,6944
다바8999,0,0,0,0,0,0,0,0,6,114,1.00,0.00,6945
다아6216,0,0,0,0,0,0,0,0,0,6,1.00,0.00,6946
다사4813,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6947
다바8289,0,0,0,0,0,2,0,0,0,140,1.00,0.00,6948
다사7336,0,0,0,0,0,0,0,0,0,188,1.00,0.00,6949
라사0740,0,0,0,0,0,4,0,0,0,102,1.00,0.00,6950
라사2013,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6951
다바8384,0,0,0,0,0,8,0,0,0,111,1.00,0.00,6952
다사5884,0,0,0,0,0,6,0,0,0,213,1.00,0.00,6953
다사5703,0,0,0,0,3,8,0,0,0,124,1.00,0.00,6954
다사6302,0,0,0,0,0,0,0,0,0,20,1.00,0.00,6955
다사6711,0,0,0,0,0,5,0,0,9,144,1.00,0.00,6956
라사1911,0,0,0,0,0,2,0,0,0,32,1.00,0.00,6957
다아6413,0,0,0,0,0,0,0,0,0,16,1.00,0.00,6958
다사9045,0,0,0,0,1,1,0,0,0,161,1.00,0.00,6959
다사7578,0,0,0,0,0,0,0,0,0,95,1.00,0.00,6960
다사6399,0,0,0,0,0,0,0,0,0,30,1.00,0.00,6961
다사7230,0,0,0,0,0,0,0,0,0,0,1.00,0.00,6962
다사7340,0,0,0,0,0,3,0,1,8,135,1.00,0.00,6963
다사9006,0,0,0,0,0,3,0,0,0,58,1.00,0.00,6964
다사6655,0,0,0,0,1,6,0,0,29,2040,1.00,0.00,6965
다사4772,0,0,0,0,0,1,0,0,0,29,1.00,0.00,6966
다사4035,0,0,0,0,0,0,0,0,0,24,1.00,0.00,6967
다사7002,0,0,0,0,1,8,0,0,6,197,1.00,0.00,6968
다사7685,0,0,0,0,0,4,0,0,0,293,1.00,0.00,6969
다사8707,0,0,0,0,0,2,0,0,0,165,1.00,0.00,6970
라사0346,0,0,0,0,0,0,0,0,0,32,1.00,0.00,6971
다사2373,0,0,0,0,0,4,0,1,0,104,1.00,0.00,6972
다아7101,0,0,0,0,0,0,0,0,0,40,1.00,0.00,6973
다사4874,0,0,0,0,0,0,0,0,0,16,1.00,0.00,6974
다사9466,0,0,0,0,0,0,0,0,0,10,1.00,0.00,6975
다사9971,0,0,0,0,0,0,0,0,0,14,1.00,0.00,6976
다아7900,0,0,0,0,0,0,0,0,0,24,1.00,0.00,6977
다사5635,0,0,0,0,0,0,0,1,12,252,1.00,0.00,6978
라사0271,0,0,0,0,0,0,0,0,0,13,1.00,0.00,6979
다사3936,0,0,0,0,0,2,0,0,0,122,1.00,0.00,6980
다사1861,0,0,0,0,2,5,0,0,17,672,1.00,0.00,6981
다아8701,0,0,0,0,0,4,0,0,0,209,1.00,0.00,6982
다사8333,0,0,0,0,0,5,0,1,0,240,1.00,0.00,6983
라사1621,0,0,0,0,0,5,0,0,0,193,1.00,0.00,6984
다사8706,0,0,0,0,0,4,0,0,0,172,1.00,0.00,6985
다사4417,0,0,0,0,0,0,0,0,0,132,1.00,0.00,6986
다사7216,0,0,0,0,0,6,0,0,29,685,1.00,0.00,6987
다사4677,0,0,0,0,0,0,0,0,0,99,1.00,0.00,6988
다사4913,0,0,0,0,0,1,0,0,0,59,1.00,0.00,6989
다사8011,0,0,0,0,0,0,0,0,0,7,1.00,0.00,6990
라사0326,0,0,0,0,0,3,0,0,0,180,1.00,0.00,6991
다사7510,0,0,0,0,0,0,0,1,0,139,1.00,0.00,6992
다사8581,0,0,0,0,0,1,0,0,0,102,1.00,0.00,6993
다사3777,0,1,0,1,2,6,1,1,0,678,1.00,0.00,6994
다사8658,0,0,0,0,0,1,0,0,0,62,1.00,0.00,6995
다바6083,0,1,0,0,3,6,0,1,31,666,1.00,0.00,6996
다사4725,0,0,0,0,0,6,0,1,0,26,1.00,0.00,6997
라사1816,0,0,0,0,0,0,0,0,0,7,1.00,0.00,6998
다바8689,0,0,0,0,0,2,0,0,0,121,1.00,0.00,6999
다사2471,0,0,0,0,0,2,0,0,0,191,1.00,0.00,7000
다사4614,0,0,0,0,0,0,0,0,0,33,1.00,0.00,7001
다사3910,0,0,0,1,1,6,0,2,15,573,1.00,0.00,7002
다사9226,0,0,0,0,0,0,0,0,0,17,1.00,0.00,7003
다사8598,0,0,0,0,0,2,0,0,0,52,1.00,0.00,7004
라사0816,0,0,0,0,0,2,0,0,0,17,1.00,0.00,7005
다아8905,0,0,0,0,0,4,0,0,0,58,1.00,0.00,7006
다사9617,0,0,0,0,2,7,0,0,9,718,1.00,0.00,7007
라사0903,0,0,0,0,0,8,0,0,0,163,1.00,0.00,7008
다사8364,0,0,0,0,0,0,0,0,6,422,1.00,0.00,7009
다사4675,0,0,0,0,0,2,0,0,0,47,1.00,0.00,7010
라사0590,0,0,0,0,0,4,0,0,0,35,1.00,0.00,7011
다사5516,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7012
다사5330,0,0,0,0,1,4,0,2,153,4565,1.00,0.00,7013
다아6606,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7014
라바0398,0,0,0,0,0,8,0,1,0,50,1.00,0.00,7015
다바9396,0,0,0,0,0,4,0,0,6,478,1.00,0.00,7016
라사0298,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7017
다사9507,0,0,0,0,0,0,0,0,0,9,1.00,0.00,7018
다아6305,0,0,0,0,0,0,0,0,0,12,1.00,0.00,7019
라사1111,0,0,0,0,0,2,0,0,0,24,1.00,0.00,7020
다사9826,0,0,0,0,1,2,0,0,0,264,1.00,0.00,7021
다사8798,0,0,0,0,0,0,0,0,0,16,1.00,0.00,7022
다사7307,0,0,0,0,0,6,0,1,0,213,1.00,0.00,7023
다바5885,0,0,0,0,0,0,0,0,9,111,1.00,0.00,7024
다사9728,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7025
다바8194,0,0,0,0,0,4,0,0,0,156,1.00,0.00,7026
라사1815,0,0,0,0,0,8,0,0,7,186,1.00,0.00,7027
다사6387,0,0,0,0,0,2,0,0,0,78,1.00,0.00,7028
다사4816,0,0,0,0,0,1,0,0,0,219,1.00,0.00,7029
다사4819,0,0,0,0,0,0,0,0,0,27,1.00,0.00,7030
다아7308,0,0,0,0,0,0,0,0,0,13,1.00,0.00,7031
다사4873,0,0,0,0,0,0,0,0,0,33,1.00,0.00,7032
다사5074,0,0,0,0,0,0,0,0,0,131,1.00,0.00,7033
라사0949,0,0,0,0,0,0,0,0,0,46,1.00,0.00,7034
다사9777,0,0,0,0,0,2,0,0,0,79,1.00,0.00,7035
다사7033,0,0,0,0,0,0,0,0,0,11,1.00,0.00,7036
다사3668,0,0,0,0,0,0,0,0,23,894,1.00,0.00,7037
다사7245,0,0,0,0,0,4,0,0,0,98,1.00,0.00,7038
라사0210,0,0,0,0,0,4,0,0,0,94,1.00,0.00,7039
다사1514,0,0,0,0,1,0,0,0,0,109,1.00,0.00,7040
다사5371,0,0,0,0,0,5,0,0,0,59,1.00,0.00,7041
다사4018,0,0,0,0,0,0,0,0,0,76,1.00,0.00,7042
다바7993,0,0,0,0,0,0,0,0,0,153,1.00,0.00,7043
다사9295,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7044
다사9936,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7045
다사3580,0,0,0,0,0,2,0,0,0,121,1.00,0.00,7046
다바5599,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7047
라사0005,0,0,0,0,0,0,0,0,0,65,1.00,0.00,7048
다사4714,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7049
다사3829,0,0,0,0,2,7,0,2,104,2441,1.00,0.00,7050
다사3508,0,0,0,0,1,3,0,0,0,136,1.00,0.00,7051
다아5900,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7052
다아6510,0,0,0,0,0,2,0,0,0,44,1.00,0.00,7053
라사2336,0,0,0,0,0,2,0,0,0,39,1.00,0.00,7054
다사7110,0,0,0,0,1,4,0,0,0,134,1.00,0.00,7055
다아4902,0,0,0,0,0,2,0,0,0,15,1.00,0.00,7056
라사0734,0,0,0,0,0,2,0,0,0,45,1.00,0.00,7057
다사9656,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7058
다사6887,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7059
라사1746,0,0,0,0,0,0,0,0,0,9,1.00,0.00,7060
다사9472,0,0,0,0,0,3,0,0,0,81,1.00,0.00,7061
다사1711,0,0,0,0,0,0,0,0,0,57,1.00,0.00,7062
라사1521,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7063
다사9015,0,0,0,0,1,0,0,0,0,17,1.00,0.00,7064
다사3220,0,0,0,0,0,0,0,0,0,19,1.00,0.00,7065
라사1210,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7066
다바5881,0,0,0,0,0,0,0,0,0,90,1.00,0.00,7067
다아7026,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7068
다사9892,0,0,0,0,0,0,0,0,0,12,1.00,0.00,7069
다사4034,0,0,0,0,0,5,0,1,0,113,1.00,0.00,7070
다사1574,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7071
다사9007,0,0,0,0,0,2,0,0,0,66,1.00,0.00,7072
라사1050,0,0,0,0,0,0,0,0,0,51,1.00,0.00,7073
다사8203,0,0,0,0,0,2,0,0,0,82,1.00,0.00,7074
다사8393,0,0,0,0,0,5,0,0,0,226,1.00,0.00,7075
라사1018,0,0,0,0,0,0,0,0,0,22,1.00,0.00,7076
다아6600,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7077
다사7103,0,0,0,0,0,0,0,0,0,36,1.00,0.00,7078
다바5085,0,0,0,0,0,2,0,0,0,60,1.00,0.00,7079
라사0217,0,0,0,0,0,8,0,0,0,296,1.00,0.00,7080
다사7647,0,0,0,0,0,0,0,0,10,332,1.00,0.00,7081
라사2347,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7082
다사3857,0,0,0,0,0,4,0,0,0,78,1.00,0.00,7083
다사8597,0,0,0,0,0,4,0,0,0,104,1.00,0.00,7084
다사9875,0,0,0,0,0,0,0,0,0,21,1.00,0.00,7085
다사9792,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7086
다사7270,0,0,0,0,2,2,0,10,132,3442,1.00,0.00,7087
다아7817,0,0,0,1,1,6,0,2,0,668,1.00,0.00,7088
다사9904,0,0,0,0,0,4,0,0,0,208,1.00,0.00,7089
다사5103,0,1,0,0,2,4,0,0,0,135,1.00,0.00,7090
다사5708,0,0,0,0,0,4,0,0,0,214,1.00,0.00,7091
라사1228,0,0,0,0,0,6,0,0,0,178,1.00,0.00,7092
라사0959,0,0,0,0,0,1,0,0,0,0,1.00,0.00,7093
라사0625,0,0,0,0,0,2,0,0,0,64,1.00,0.00,7094
다사4984,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7095
다사5372,0,0,0,0,0,7,0,0,0,52,1.00,0.00,7096
라사0946,0,0,0,0,0,6,0,0,0,271,1.00,0.00,7097
다사7361,0,0,0,0,0,4,0,0,0,89,1.00,0.00,7098
다사8031,0,0,0,0,0,0,0,0,106,1815,1.00,0.00,7099
다사7697,0,0,0,0,0,0,0,0,0,26,1.00,0.00,7100
다사3839,0,0,0,0,1,6,0,3,190,1714,1.00,0.00,7101
다사2763,0,0,0,0,0,1,0,0,0,17,1.00,0.00,7102
다사6771,0,0,0,0,0,0,0,0,0,101,1.00,0.00,7103
다사6600,0,0,0,0,0,0,0,0,0,127,1.00,0.00,7104
라사1032,0,0,0,0,0,0,0,0,0,6,1.00,0.00,7105
다사2264,0,0,0,0,1,3,0,1,49,1528,1.00,0.00,7106
다아8004,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7107
다사4604,0,0,0,0,0,5,0,0,0,112,1.00,0.00,7108
다사9823,0,0,0,0,0,8,0,1,7,320,1.00,0.00,7109
라바0299,0,0,0,0,0,4,0,0,0,135,1.00,0.00,7110
다사6085,0,0,0,0,0,6,0,0,0,210,1.00,0.00,7111
라사0804,0,0,0,0,0,6,0,0,0,117,1.00,0.00,7112
다사5797,0,0,0,0,0,3,0,0,0,27,1.00,0.00,7113
다사8720,0,0,0,0,0,0,0,0,0,26,1.00,0.00,7114
다사9532,0,0,0,0,0,3,0,0,0,123,1.00,0.00,7115
다사4435,0,0,0,0,0,0,0,0,0,55,1.00,0.00,7116
라사0935,0,0,0,0,0,7,0,1,7,175,1.00,0.00,7117
라사0490,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7118
다아8907,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7119
다사8701,0,0,0,0,0,4,0,0,0,116,1.00,0.00,7120
다사7577,0,0,0,0,0,0,0,0,0,19,1.00,0.00,7121
다바5592,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7122
다사1862,0,0,0,0,0,0,0,0,0,200,1.00,0.00,7123
다사4207,0,0,0,0,0,4,0,0,0,50,1.00,0.00,7124
라사1711,0,0,0,0,0,2,0,0,0,27,1.00,0.00,7125
라사0636,0,0,0,0,0,6,0,0,0,121,1.00,0.00,7126
라사0417,0,0,0,0,0,2,0,0,0,26,1.00,0.00,7127
다사4606,0,0,0,0,0,6,0,1,0,80,1.00,0.00,7128
라사0955,0,0,0,0,0,0,0,0,0,17,1.00,0.00,7129
다사4539,0,2,0,1,6,27,0,17,793,19176,1.00,0.00,7130
다사9931,0,0,0,0,0,3,0,0,0,72,1.00,0.00,7131
다사9488,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7132
다사1821,0,0,0,0,1,2,0,0,0,62,1.00,0.00,7133
다사4670,0,0,0,0,0,2,0,0,0,29,1.00,0.00,7134
다사6974,0,0,0,0,0,4,0,0,0,227,1.00,0.00,7135
라사0228,0,0,0,0,0,2,0,0,0,72,1.00,0.00,7136
라사0437,0,0,0,0,0,3,0,0,7,242,1.00,0.00,7137
다사5221,0,0,0,0,4,6,0,6,151,4416,1.00,0.00,7138
다사3962,0,0,0,0,0,4,0,1,9,164,1.00,0.00,7139
라사0012,0,0,0,0,0,0,0,0,0,122,1.00,0.00,7140
다사5361,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7141
라사1056,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7142
다사7095,0,0,0,0,0,0,0,0,0,12,1.00,0.00,7143
다아6611,0,0,0,0,0,3,0,0,0,7,1.00,0.00,7144
다사9606,0,0,0,0,0,1,0,0,0,59,1.00,0.00,7145
라사0716,0,0,0,0,0,3,0,0,0,14,1.00,0.00,7146
다사9533,0,0,0,1,0,3,0,1,0,300,1.00,0.00,7147
다아9502,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7148
라사0003,0,0,0,0,0,0,0,0,0,45,1.00,0.00,7149
다바9190,0,0,0,0,0,0,0,0,0,11,1.00,0.00,7150
다사8295,0,0,0,0,0,0,0,0,0,52,1.00,0.00,7151
다사5868,0,0,0,0,0,0,0,0,0,0,1.00,0.00,7152
다사9534,0,0,0,0,0,6,0,0,6,227,1.00,0.00,7153
라사1448,0,0,0,0,0,0,0,0,0,110,1.00,0.00,7154
다바6586,0,0,0,0,0,5,0,0,0,192,1.00,0.00,7155
다사4793,0,0,0,0,0,4,0,0,0,30,1.00,0.00,7156
다사7312,0,0,0,0,0,0,0,0,0,107,1.00,0.00,7157
라사2650,0,0,0,0,0,0,0,0,0,8,1.00,0.00,7158
라사1038,0,0,0,0,0,4,0,0,0,106,1.00,0.00,7159
다사2015,0,0,0,0,0,3,0,0,0,139,1.00,0.00,7160
다사9992,0,0,0,0,1,4,0,0,0,24,1.00,0.00,7161
