gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0.00,1.00,순위
다사5309,0,0,0,0,0,4,0,0,0,160,1.00,0.00,1451
다사8681,0,0,0,0,1,2,0,0,32,306,1.00,0.00,1452
다바3493,0,0,0,0,0,1,0,0,8,278,1.00,0.00,1453
다사5902,0,0,0,0,0,2,0,0,0,237,1.00,0.00,1454
다사9252,0,0,0,0,0,3,0,0,0,102,1.00,0.00,1455
다바5891,0,1,0,0,3,5,0,3,175,3300,1.00,0.00,1456
라사1727,0,0,0,0,0,0,0,0,0,23,1.00,0.00,1457
다사8469,0,0,0,0,0,0,0,0,0,73,1.00,0.00,1458
다사1657,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1459
다사7956,0,0,0,0,0,3,0,0,0,31,1.00,0.00,1460
다사8090,0,0,0,0,0,0,0,0,0,68,1.00,0.00,1461
다바6591,0,0,0,0,1,3,0,0,128,1173,1.00,0.00,1462
다사2877,0,0,0,0,0,5,0,0,0,217,1.00,0.00,1463
다사6878,0,0,0,0,0,2,0,0,0,150,1.00,0.00,1464
다사4002,0,0,0,0,1,8,0,0,0,143,1.00,0.00,1465
다사9625,0,0,0,0,0,2,0,0,0,183,1.00,0.00,1466
다사4475,0,0,0,0,0,2,0,0,0,82,1.00,0.00,1467
다바4695,0,0,0,0,0,1,0,0,0,84,1.00,0.00,1468
다사8435,0,0,0,0,0,3,0,0,14,611,1.00,0.00,1469
다사8514,0,0,0,0,0,0,0,0,0,8,1.00,0.00,1470
라사1143,0,0,0,0,0,2,0,0,0,190,1.00,0.00,1471
라사0688,0,0,0,0,0,3,0,0,0,56,1.00,0.00,1472
다사9017,0,0,0,0,0,6,0,0,0,154,1.00,0.00,1473
다사3377,0,0,0,0,0,4,0,0,0,48,1.00,0.00,1474
다사6134,0,0,0,0,0,0,0,0,0,29,1.00,0.00,1475
다사3582,0,0,0,0,0,3,0,0,0,130,1.00,0.00,1476
라사2228,0,0,0,0,0,0,0,0,0,77,1.00,0.00,1477
다아7203,0,0,0,0,0,0,0,0,0,65,1.00,0.00,1478
라사0000,0,0,0,0,1,4,0,0,0,169,1.00,0.00,1479
다사7306,0,0,0,0,0,4,0,0,0,120,1.00,0.00,1480
다바8484,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1481
라사0807,0,0,0,0,0,4,0,0,0,63,1.00,0.00,1482
다사8966,0,0,0,0,1,2,0,0,0,195,1.00,0.00,1483
라사0745,0,0,0,0,0,0,0,0,0,133,1.00,0.00,1484
다사2613,0,0,0,0,0,0,0,0,0,38,1.00,0.00,1485
다사7849,0,0,0,0,0,2,0,0,0,53,1.00,0.00,1486
라사0505,0,0,0,0,0,0,0,0,0,25,1.00,0.00,1487
다사9054,0,0,0,0,0,4,0,0,7,297,1.00,0.00,1488
다사8156,0,0,0,0,0,0,0,0,0,18,1.00,0.00,1489
다바6282,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1490
다사8860,0,0,0,0,1,3,0,0,0,147,1.00,0.00,1491
다사4517,0,0,0,0,0,0,0,0,0,19,1.00,0.00,1492
다사8427,0,0,0,0,0,0,0,1,0,38,1.00,0.00,1493
다사7939,0,0,0,0,0,0,0,0,0,32,1.00,0.00,1494
라사0038,0,0,0,0,0,2,0,0,0,126,1.00,0.00,1495
라사0746,0,0,0,0,0,0,0,0,0,28,1.00,0.00,1496
다바5792,0,0,0,0,0,4,0,0,0,0,1.00,0.00,1497
다사6304,0,0,0,0,2,6,0,8,253,3618,1.00,0.00,1498
다사9612,0,0,0,0,0,2,0,0,6,299,1.00,0.00,1499
다사9300,0,0,0,0,0,0,0,0,0,100,1.00,0.00,1500
다사9368,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1501
다바4885,0,0,0,1,0,8,0,2,18,817,1.00,0.00,1502
다아6217,0,0,0,0,0,0,0,0,0,12,1.00,0.00,1503
다아7500,0,0,0,0,0,0,0,0,0,61,1.00,0.00,1504
라사0690,0,0,0,0,0,2,0,0,0,26,1.00,0.00,1505
다사3315,0,0,0,0,0,3,0,0,0,91,1.00,0.00,1506
다사5208,0,0,0,0,0,0,0,0,0,144,1.00,0.00,1507
다사6885,0,0,0,0,0,0,0,0,0,8,1.00,0.00,1508
다아8012,0,0,0,0,0,3,0,0,0,34,1.00,0.00,1509
다아4602,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1510
다사7394,0,0,0,0,0,0,0,0,0,91,1.00,0.00,1511
라사0073,0,0,0,0,0,2,0,0,0,44,1.00,0.00,1512
다아6721,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1513
다바5497,0,0,0,0,0,0,0,0,0,141,1.00,0.00,1514
다바7983,0,0,0,0,0,7,0,0,0,275,1.00,0.00,1515
다아8102,0,0,0,0,0,0,0,0,0,12,1.00,0.00,1516
다사4340,0,0,0,0,0,5,0,7,182,5458,1.00,0.00,1517
다사6586,0,0,0,0,0,4,0,0,0,47,1.00,0.00,1518
다바5699,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1519
다사8721,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1520
다사5924,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1521
다사1967,0,0,0,0,0,0,0,0,0,40,1.00,0.00,1522
다바4799,0,0,0,0,1,4,0,1,0,31,1.00,0.00,1523
다사9401,0,0,0,0,0,3,0,0,0,146,1.00,0.00,1524
다사9597,0,0,0,0,0,6,0,0,0,23,1.00,0.00,1525
다사4809,0,0,0,0,0,0,0,0,0,50,1.00,0.00,1526
다사9334,0,0,0,0,0,0,0,0,0,91,1.00,0.00,1527
다아5306,0,0,0,0,0,2,0,0,0,67,1.00,0.00,1528
다사9912,0,0,0,0,0,4,0,0,0,35,1.00,0.00,1529
라사0418,0,0,0,0,0,1,0,0,0,66,1.00,0.00,1530
다사4588,0,0,0,0,0,2,0,0,0,90,1.00,0.00,1531
다아6114,0,0,0,0,0,6,0,0,0,38,1.00,0.00,1532
다사3274,0,0,0,0,0,0,0,1,0,138,1.00,0.00,1533
라사1004,0,0,0,0,0,0,0,0,0,77,1.00,0.00,1534
다사4408,0,1,0,0,4,6,0,0,0,237,1.00,0.00,1535
다사6670,0,0,0,0,0,0,0,0,54,558,1.00,0.00,1536
다사8250,0,0,0,0,0,1,0,0,0,74,1.00,0.00,1537
다사2758,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1538
다사4718,0,0,0,0,0,1,0,0,0,131,1.00,0.00,1539
다사8355,0,0,0,0,0,0,0,0,0,132,1.00,0.00,1540
다사8413,0,0,0,0,1,0,0,0,0,213,1.00,0.00,1541
다사6173,0,0,0,0,0,0,0,1,0,43,1.00,0.00,1542
다사4089,0,0,0,0,0,4,0,0,0,61,1.00,0.00,1543
다사6888,0,0,0,0,0,0,0,0,0,37,1.00,0.00,1544
다사4236,0,0,0,0,0,2,0,0,0,141,1.00,0.00,1545
다사5404,0,0,0,0,1,3,0,0,0,196,1.00,0.00,1546
다사7286,0,0,0,0,3,4,0,0,16,510,1.00,0.00,1547
다사9446,0,0,0,0,0,4,0,0,13,300,1.00,0.00,1548
다바9292,0,0,0,0,0,2,0,0,0,15,1.00,0.00,1549
다사9608,0,0,0,0,0,0,0,0,0,21,1.00,0.00,1550
다사7947,0,0,0,0,0,2,0,0,0,61,1.00,0.00,1551
다사5675,0,0,0,0,0,2,0,0,0,29,1.00,0.00,1552
다사3360,0,0,0,0,0,2,0,0,0,0,1.00,0.00,1553
라바0297,0,0,0,0,0,6,0,0,6,201,1.00,0.00,1554
다사8433,0,0,0,0,0,0,0,0,0,80,1.00,0.00,1555
다바4999,0,0,0,0,0,1,0,0,0,116,1.00,0.00,1556
다사5880,0,0,0,0,0,0,0,0,0,20,1.00,0.00,1557
다바7688,0,0,0,0,1,4,0,0,0,229,1.00,0.00,1558
라사0722,0,0,0,0,1,4,0,0,0,203,1.00,0.00,1559
다사7063,0,0,0,0,0,4,0,0,0,211,1.00,0.00,1560
다사1756,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1561
다사6321,0,0,0,0,1,2,0,6,152,2732,1.00,0.00,1562
다사3123,0,0,0,0,0,4,0,0,0,24,1.00,0.00,1563
다사6486,0,0,0,0,0,2,0,0,0,26,1.00,0.00,1564
다사9923,0,0,0,0,0,3,0,0,0,57,1.00,0.00,1565
다사7582,0,0,0,0,0,0,0,0,0,147,1.00,0.00,1566
다사4406,0,0,0,0,0,4,0,0,0,186,1.00,0.00,1567
다사2115,0,0,0,0,1,6,0,0,0,245,1.00,0.00,1568
다사7424,0,0,0,0,0,1,0,0,0,148,1.00,0.00,1569
다사9948,0,0,0,0,0,4,0,0,0,223,1.00,0.00,1570
다바5986,0,0,0,0,1,7,0,0,17,597,1.00,0.00,1571
라사1026,0,0,0,0,0,4,0,0,0,144,1.00,0.00,1572
다사8477,0,0,0,0,0,5,0,0,0,76,1.00,0.00,1573
다사9269,0,0,0,0,1,2,0,0,13,311,1.00,0.00,1574
다사8137,0,0,0,0,0,4,0,0,0,142,1.00,0.00,1575
라사0611,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1576
라사2010,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1577
다아6317,0,0,0,0,0,0,0,0,0,19,1.00,0.00,1578
라사1408,0,0,0,0,0,2,0,0,0,31,1.00,0.00,1579
다사7988,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1580
다사7952,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1581
다바9494,0,0,0,0,0,2,0,0,0,66,1.00,0.00,1582
다사7829,0,0,0,0,0,0,0,0,0,128,1.00,0.00,1583
다사9079,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1584
라사0759,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1585
다사2981,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1586
다사5713,0,0,0,0,0,3,0,0,0,386,1.00,0.00,1587
다사3758,0,0,0,0,0,3,0,0,0,129,1.00,0.00,1588
다사7637,0,0,0,0,0,6,0,0,65,1946,1.00,0.00,1589
라사2017,0,0,0,0,0,0,0,0,0,8,1.00,0.00,1590
다바5981,0,0,0,0,0,0,0,0,0,31,1.00,0.00,1591
다사8350,0,0,0,0,0,7,1,1,0,189,1.00,0.00,1592
다사5329,0,0,0,0,1,0,0,3,163,3725,1.00,0.00,1593
다사4305,0,0,0,0,0,0,0,0,0,71,1.00,0.00,1594
다바7690,0,0,0,1,2,2,0,2,17,737,1.00,0.00,1595
다사7342,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1596
라사1719,0,0,0,0,0,0,0,0,0,103,1.00,0.00,1597
다사7614,0,0,0,0,3,4,0,0,0,300,1.00,0.00,1598
다사6668,0,0,0,0,3,0,0,7,147,4217,1.00,0.00,1599
다바6790,0,0,0,0,0,8,0,1,8,467,1.00,0.00,1600
다아5105,0,0,0,0,0,0,0,0,0,17,1.00,0.00,1601
라사0141,0,0,0,0,0,7,0,0,7,275,1.00,0.00,1602
다사8938,0,0,0,0,0,0,0,0,0,22,1.00,0.00,1603
다사4601,0,0,0,0,1,4,0,3,134,2384,1.00,0.00,1604
다사9771,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1605
다사5096,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1606
다사3840,0,0,0,0,0,7,0,2,220,3856,1.00,0.00,1607
라사1732,0,0,0,0,0,0,0,0,0,10,1.00,0.00,1608
라사0039,0,0,0,0,0,0,0,0,0,132,1.00,0.00,1609
다아5914,0,0,0,0,0,0,0,0,0,20,1.00,0.00,1610
다사1400,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1611
다아7303,0,0,0,0,0,4,0,0,0,58,1.00,0.00,1612
다사8876,0,0,0,0,0,0,0,0,0,208,1.00,0.00,1613
다바8885,0,0,0,0,0,0,0,0,0,21,1.00,0.00,1614
다사4573,0,0,0,0,0,8,0,0,0,142,1.00,0.00,1615
다사5507,0,0,0,0,0,6,0,0,0,64,1.00,0.00,1616
다아7102,0,0,0,0,0,0,0,0,0,32,1.00,0.00,1617
다사4528,0,0,0,0,0,0,0,0,0,34,1.00,0.00,1618
다사9123,0,3,0,1,4,8,0,2,144,2194,1.00,0.00,1619
라사0026,0,0,0,0,0,1,0,0,0,74,1.00,0.00,1620
다사4183,0,0,0,0,0,0,0,0,0,33,1.00,0.00,1621
다사6606,0,0,0,0,2,5,0,1,148,1884,1.00,0.00,1622
라사0713,0,0,0,0,0,0,0,0,0,13,1.00,0.00,1623
라사1953,0,0,0,0,0,0,0,0,0,9,1.00,0.00,1624
다사4281,0,0,0,0,0,4,0,0,43,637,1.00,0.00,1625
다아6406,0,0,0,0,0,2,0,0,0,60,1.00,0.00,1626
라사0486,0,0,0,0,1,2,0,2,16,243,1.00,0.00,1627
다사4609,0,0,0,0,0,0,0,0,0,116,1.00,0.00,1628
라사0295,0,0,0,0,0,2,0,0,0,24,1.00,0.00,1629
다사9961,0,0,0,0,0,2,0,0,0,97,1.00,0.00,1630
라사1132,0,0,0,0,0,4,0,0,0,106,1.00,0.00,1631
다사6853,0,0,0,0,1,6,0,0,7,473,1.00,0.00,1632
다사7592,0,0,0,1,2,3,0,1,0,330,1.00,0.00,1633
다사2071,0,0,0,0,0,3,0,0,0,125,1.00,0.00,1634
다사5267,0,0,0,0,0,0,0,1,0,7,1.00,0.00,1635
다아9005,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1636
다사5985,0,0,0,0,0,5,0,0,0,82,1.00,0.00,1637
다사3376,0,0,0,0,0,3,0,0,0,109,1.00,0.00,1638
다아6100,0,0,0,0,0,2,0,0,0,16,1.00,0.00,1639
다바4795,0,0,0,0,0,1,0,0,0,103,1.00,0.00,1640
다아7707,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1641
다사4605,0,0,0,0,1,4,0,0,0,91,1.00,0.00,1642
다사4516,0,0,0,0,0,2,0,1,0,100,1.00,0.00,1643
다사3106,0,0,0,0,0,2,0,0,0,147,1.00,0.00,1644
라사1242,0,0,0,0,0,2,0,0,9,306,1.00,0.00,1645
다사8328,0,0,0,0,1,0,0,1,89,2057,1.00,0.00,1646
다바4287,0,0,0,0,1,4,0,1,94,1324,1.00,0.00,1647
다사8968,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1648
다바4597,0,0,0,0,0,1,0,0,0,106,1.00,0.00,1649
다바4486,0,0,0,0,0,6,0,3,87,2144,1.00,0.00,1650
다사8741,0,0,0,0,0,0,0,0,0,96,1.00,0.00,1651
다사3700,0,0,0,0,0,5,0,0,0,121,1.00,0.00,1652
다바8291,0,0,0,0,0,0,0,0,0,145,1.00,0.00,1653
다바5287,0,0,0,0,0,6,0,0,7,206,1.00,0.00,1654
다사7500,0,0,0,0,0,2,0,0,0,14,1.00,0.00,1655
다사9125,0,0,0,0,0,2,0,0,0,10,1.00,0.00,1656
라사0741,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1657
다사8237,0,0,0,0,0,2,0,0,0,132,1.00,0.00,1658
다사7757,0,0,0,0,0,1,0,0,0,46,1.00,0.00,1659
다바8584,0,0,0,0,0,1,0,0,0,49,1.00,0.00,1660
다사5282,0,0,0,0,0,1,0,0,0,170,1.00,0.00,1661
다사9155,0,0,0,0,0,2,0,0,0,96,1.00,0.00,1662
다바4986,0,0,0,0,4,0,0,4,539,5578,1.00,0.00,1663
다사8324,0,0,0,0,0,1,0,0,0,38,1.00,0.00,1664
다사2017,0,0,0,0,0,2,0,0,0,179,1.00,0.00,1665
다사9865,0,0,0,0,0,2,0,0,0,121,1.00,0.00,1666
다사8967,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1667
다사8830,0,0,0,0,0,0,0,0,0,41,1.00,0.00,1668
라사1528,0,0,0,0,0,3,0,0,0,109,1.00,0.00,1669
다사7272,0,0,0,0,0,4,0,1,0,73,1.00,0.00,1670
라사0223,0,0,0,0,0,0,0,0,0,94,1.00,0.00,1671
다아8406,0,0,0,0,0,5,0,0,0,41,1.00,0.00,1672
다사8694,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1673
다바4797,0,0,0,0,1,7,0,0,0,170,1.00,0.00,1674
라사1249,0,0,0,0,0,0,0,0,0,65,1.00,0.00,1675
라사1633,0,0,0,0,0,2,0,0,0,86,1.00,0.00,1676
다사7505,0,0,0,0,0,2,0,0,0,147,1.00,0.00,1677
라사0221,0,0,0,0,2,6,0,0,0,65,1.00,0.00,1678
다사2614,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1679
다사7332,0,0,0,0,0,0,0,0,0,29,1.00,0.00,1680
다사7526,0,0,0,0,0,4,0,0,0,192,1.00,0.00,1681
다바4687,0,0,0,0,1,3,0,0,0,228,1.00,0.00,1682
다사9349,0,0,0,0,0,0,0,0,0,99,1.00,0.00,1683
다사9808,0,0,0,1,2,5,0,1,0,327,1.00,0.00,1684
다바7293,0,1,0,0,1,7,0,0,0,167,1.00,0.00,1685
다사9395,0,0,0,0,0,0,0,0,0,8,1.00,0.00,1686
다사2474,0,0,0,0,0,4,0,0,0,152,1.00,0.00,1687
다사8923,0,0,0,0,0,1,0,0,0,191,1.00,0.00,1688
다사3729,0,0,0,0,0,0,0,0,0,17,1.00,0.00,1689
다사9518,0,0,0,0,0,4,0,0,7,370,1.00,0.00,1690
다사9020,0,0,0,0,1,4,0,0,0,74,1.00,0.00,1691
다사5389,0,0,0,0,0,0,0,1,129,745,1.00,0.00,1692
다사6924,0,0,0,0,1,3,0,0,31,520,1.00,0.00,1693
다사4862,0,0,0,0,0,6,0,2,0,93,1.00,0.00,1694
다사6579,0,0,0,0,2,13,0,1,0,378,1.00,0.00,1695
다사9705,0,0,0,0,0,0,0,0,0,45,1.00,0.00,1696
다사3880,0,0,0,0,0,0,0,0,0,125,1.00,0.00,1697
라사2133,0,0,0,0,0,2,0,0,0,67,1.00,0.00,1698
다사9857,0,0,0,0,0,0,0,0,0,35,1.00,0.00,1699
다사4190,0,0,0,0,0,2,0,0,0,33,1.00,0.00,1700
다바5293,0,0,0,0,0,0,0,0,0,76,1.00,0.00,1701
다사7572,0,0,0,0,0,5,0,1,8,433,1.00,0.00,1702
다사5177,0,0,0,0,1,0,0,0,0,151,1.00,0.00,1703
다사7699,0,0,0,0,0,0,0,0,0,55,1.00,0.00,1704
다사7493,0,0,0,0,0,2,0,0,0,45,1.00,0.00,1705
라사2011,0,0,0,0,0,0,0,0,0,81,1.00,0.00,1706
다사7772,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1707
다바9493,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1708
다사1667,0,0,0,0,0,2,0,0,0,50,1.00,0.00,1709
다사5705,0,0,0,0,0,0,0,0,0,102,1.00,0.00,1710
다사8881,0,0,0,0,0,0,0,0,0,85,1.00,0.00,1711
다사2878,0,0,0,0,0,6,0,0,0,194,1.00,0.00,1712
다사4764,0,0,0,0,0,5,0,0,6,302,1.00,0.00,1713
다사7151,0,1,0,0,4,6,0,2,360,6451,1.00,0.00,1714
다사9370,0,0,0,0,2,7,1,2,15,773,1.00,0.00,1715
다바8989,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1716
다사8541,0,0,0,0,0,3,0,0,0,38,1.00,0.00,1717
다사4966,0,0,0,0,0,7,0,1,0,443,1.00,0.00,1718
다사8775,0,0,0,0,0,1,0,0,6,160,1.00,0.00,1719
다사7575,0,0,0,0,1,8,0,0,0,264,1.00,0.00,1720
다사9960,0,0,0,0,0,2,0,0,0,78,1.00,0.00,1721
다사5106,0,0,0,0,0,0,0,0,0,46,1.00,0.00,1722
다사9981,0,0,0,0,0,5,0,0,6,328,1.00,0.00,1723
다사7544,0,0,0,0,0,0,0,0,0,152,1.00,0.00,1724
다사2858,0,0,0,0,0,0,0,4,105,1548,1.00,0.00,1725
다사8642,0,0,0,0,0,2,0,0,0,10,1.00,0.00,1726
다바6786,0,0,0,0,0,4,0,0,0,205,1.00,0.00,1727
다사9245,0,0,0,0,0,0,0,0,6,158,1.00,0.00,1728
다사3312,0,0,0,0,2,7,0,0,0,147,1.00,0.00,1729
다사4359,0,1,0,0,0,6,0,1,0,111,1.00,0.00,1730
다사9044,0,0,0,0,0,0,0,0,0,105,1.00,0.00,1731
다사8423,0,0,0,0,0,2,0,0,0,78,1.00,0.00,1732
다사2825,0,0,0,0,0,4,0,0,0,17,1.00,0.00,1733
다사8574,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1734
라사0023,0,0,0,0,0,3,0,0,0,100,1.00,0.00,1735
다바7287,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1736
라사1539,0,0,0,0,0,3,0,0,0,63,1.00,0.00,1737
다사5120,0,0,0,0,1,1,0,7,132,2889,1.00,0.00,1738
다사8765,0,0,0,0,0,0,0,0,0,164,1.00,0.00,1739
다아4706,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1740
다사7513,0,0,0,0,1,4,0,1,9,382,1.00,0.00,1741
다사6565,0,0,0,0,0,6,0,0,0,27,1.00,0.00,1742
다사6584,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1743
라사1835,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1744
다바8385,0,0,0,0,0,3,0,0,0,87,1.00,0.00,1745
다아6115,0,0,0,0,0,0,0,0,0,25,1.00,0.00,1746
다바9399,0,0,0,0,0,0,0,0,0,68,1.00,0.00,1747
다아8302,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1748
다사2108,0,0,0,0,1,1,0,0,0,114,1.00,0.00,1749
다사4895,0,3,0,0,2,3,0,1,9,728,1.00,0.00,1750
다사5266,0,0,0,0,2,2,0,0,19,272,1.00,0.00,1751
라사1945,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1752
다사7642,0,0,0,0,0,3,0,0,0,105,1.00,0.00,1753
다사8777,0,0,0,0,0,0,0,1,0,146,1.00,0.00,1754
다사4569,0,0,0,0,0,1,0,0,0,115,1.00,0.00,1755
다사3066,0,0,0,0,1,8,0,0,8,588,1.00,0.00,1756
다사3485,0,0,0,0,0,6,0,1,0,107,1.00,0.00,1757
다사7010,0,0,0,0,0,0,0,0,0,63,1.00,0.00,1758
다바6087,0,0,0,0,0,0,0,0,0,127,1.00,0.00,1759
라사0226,0,0,0,0,0,7,0,0,0,174,1.00,0.00,1760
다사8999,0,0,0,0,0,0,0,0,0,19,1.00,0.00,1761
다바8685,0,0,0,0,0,1,0,0,0,34,1.00,0.00,1762
라사1046,0,0,0,0,0,0,0,0,0,59,1.00,0.00,1763
다사3703,0,0,0,0,0,3,0,0,0,315,1.00,0.00,1764
라사1048,0,0,0,0,0,3,0,0,0,230,1.00,0.00,1765
다사8074,0,0,0,0,0,0,0,0,0,35,1.00,0.00,1766
다사9623,0,1,0,0,0,8,0,1,60,1390,1.00,0.00,1767
라사1714,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1768
다사7932,0,0,0,0,0,0,0,1,101,967,1.00,0.00,1769
다사9730,0,0,0,0,0,3,0,0,0,73,1.00,0.00,1770
라사0364,0,0,0,0,0,0,0,0,0,33,1.00,0.00,1771
다사8020,0,0,0,0,0,0,0,0,0,50,1.00,0.00,1772
다사9444,0,0,0,0,0,0,0,0,0,277,1.00,0.00,1773
다아7307,0,0,0,0,0,2,0,0,0,21,1.00,0.00,1774
다사8951,0,0,0,0,0,7,0,0,6,257,1.00,0.00,1775
다사3883,0,0,0,0,2,5,0,0,10,647,1.00,0.00,1776
다바3693,0,0,0,0,0,0,0,0,0,60,1.00,0.00,1777
다사8086,0,0,0,0,0,4,0,0,0,94,1.00,0.00,1778
다사9301,0,0,0,0,0,7,0,0,0,169,1.00,0.00,1779
다사7689,0,0,0,0,0,2,0,0,8,213,1.00,0.00,1780
다사5164,0,0,0,0,0,1,0,0,0,0,1.00,0.00,1781
다사9967,0,0,0,0,0,1,0,0,0,10,1.00,0.00,1782
라사1937,0,0,0,0,0,1,0,0,0,163,1.00,0.00,1783
다사8568,0,0,0,0,0,0,0,0,0,22,1.00,0.00,1784
다사7562,0,0,0,0,0,1,0,0,0,12,1.00,0.00,1785
다사8051,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1786
다바4283,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1787
라사1615,0,0,0,0,0,2,0,0,0,85,1.00,0.00,1788
다사4195,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1789
라사0537,0,0,0,0,0,2,0,0,0,156,1.00,0.00,1790
다사7402,0,0,0,0,1,7,0,0,0,107,1.00,0.00,1791
라사1546,0,0,0,0,0,2,0,0,0,90,1.00,0.00,1792
라사0626,0,0,0,0,0,3,0,0,0,88,1.00,0.00,1793
다바5490,0,0,0,1,1,2,0,1,22,889,1.00,0.00,1794
다사8336,0,0,0,0,2,5,0,0,0,94,1.00,0.00,1795
라사1157,0,0,0,0,0,0,0,0,0,36,1.00,0.00,1796
다바5290,0,0,0,0,2,4,0,0,7,257,1.00,0.00,1797
다사4224,0,1,0,0,2,15,0,9,249,7483,1.00,0.00,1798
다사8616,0,0,0,0,0,0,0,0,7,251,1.00,0.00,1799
다사9868,0,0,0,0,0,2,0,0,0,51,1.00,0.00,1800
다사5628,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1801
다사9243,0,0,0,0,0,6,0,1,0,237,1.00,0.00,1802
다사7022,0,0,0,0,0,0,0,0,6,109,1.00,0.00,1803
다사4156,0,0,0,0,0,8,0,0,0,58,1.00,0.00,1804
다바9594,0,0,0,0,0,0,0,0,0,41,1.00,0.00,1805
다사8396,0,0,0,0,0,0,0,0,0,27,1.00,0.00,1806
다사3525,0,0,0,0,2,4,0,0,0,13,1.00,0.00,1807
다사5993,0,0,0,0,0,0,0,0,0,18,1.00,0.00,1808
다사8335,0,0,0,0,1,6,0,0,0,181,1.00,0.00,1809
다바6795,0,0,0,0,0,0,0,0,0,47,1.00,0.00,1810
다사9843,0,0,0,0,3,4,0,2,247,3732,1.00,0.00,1811
다사5181,0,0,0,0,0,4,0,0,0,123,1.00,0.00,1812
다사4626,0,0,0,0,0,1,0,0,0,12,1.00,0.00,1813
다사7853,0,0,0,0,0,0,0,0,0,12,1.00,0.00,1814
다바8485,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1815
다사9674,0,0,0,0,1,3,0,1,0,269,1.00,0.00,1816
다사3289,0,0,0,0,0,6,0,1,0,205,1.00,0.00,1817
다사3728,0,0,0,0,0,2,0,0,0,37,1.00,0.00,1818
다사5976,0,0,0,0,0,6,0,1,0,50,1.00,0.00,1819
다사7163,0,0,0,0,0,2,0,0,0,85,1.00,0.00,1820
다아8703,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1821
다사6293,0,0,0,0,0,0,0,0,0,22,1.00,0.00,1822
다사1613,0,0,0,0,0,0,0,0,0,94,1.00,0.00,1823
다사4875,0,0,0,0,0,3,0,0,0,160,1.00,0.00,1824
다바5797,0,0,0,0,1,8,0,0,31,747,1.00,0.00,1825
다사6757,0,0,0,0,0,0,0,1,104,2998,1.00,0.00,1826
다아6506,0,0,0,0,0,2,0,0,0,46,1.00,0.00,1827
라사0830,0,0,0,0,0,2,0,0,14,176,1.00,0.00,1828
라사0089,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1829
다바5595,0,0,0,0,1,3,0,0,0,115,1.00,0.00,1830
라사2128,0,0,0,0,0,2,0,0,0,20,1.00,0.00,1831
라사1944,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1832
다사7649,0,0,0,0,0,3,0,0,0,157,1.00,0.00,1833
다사3453,0,0,0,0,0,2,0,0,0,15,1.00,0.00,1834
라사0336,0,1,0,1,2,8,0,1,43,704,1.00,0.00,1835
다바9295,0,0,0,0,0,3,0,0,0,94,1.00,0.00,1836
