gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0,1,순위
다사3946,0,1,0,0,5,21,0,4,84,4283,0.9,0.1,380
다사2974,0,2,0,0,6,11,0,2,57,2046,0.9,0.1,381
다사4123,0,2,0,0,12,22,0,18,650,19387,0.9,0.1,382
다사3960,0,1,0,0,0,11,0,3,35,1228,0.9,0.1,383
다사7115,0,2,0,1,2,20,1,3,41,1186,0.9,0.1,384
다사6410,0,2,0,0,0,8,0,4,329,6042,0.9,0.1,385
다바6988,0,0,0,0,3,9,0,5,83,2119,0.9,0.1,386
다사3627,0,6,0,1,14,11,0,13,534,16730,0.9,0.1,387
다사6479,0,5,0,0,10,3,0,8,1114,14258,0.9,0.1,388
다사6608,0,2,0,0,2,3,0,5,358,4508,0.9,0.1,389
다사4535,0,8,0,0,12,32,1,6,1427,20009,0.9,0.1,390
다사3232,0,3,0,0,15,17,1,20,703,14464,0.9,0.1,391
다사4926,0,2,0,0,4,19,0,5,387,7726,0.9,0.1,392
다사5407,0,2,0,0,2,8,0,3,58,2177,0.9,0.1,393
다사4461,0,4,0,0,13,17,1,2,599,8906,0.9,0.1,394
다사7464,0,6,0,0,6,15,0,22,477,13636,0.91,0.09,395
다사4661,0,12,0,1,16,21,1,9,1730,20605,0.91,0.09,396
다사6125,0,1,0,0,5,20,0,10,485,10068,0.91,0.09,397
다사6277,0,3,0,0,6,8,0,10,204,5090,0.91,0.09,398
다사6103,0,3,0,0,10,13,0,15,528,12013,0.91,0.09,399
다바9297,0,1,0,0,0,12,0,3,7,810,0.91,0.09,400
다사5032,0,0,0,0,15,29,0,13,926,15294,0.91,0.09,401
다사2257,0,1,0,0,6,8,0,4,55,1418,0.91,0.09,402
라사1317,0,0,0,0,2,15,0,4,41,1038,0.91,0.09,403
다사4723,0,2,0,0,6,9,1,20,435,11410,0.91,0.09,404
다사6203,0,1,0,0,3,17,0,19,576,10091,0.91,0.09,405
다아6203,0,4,0,0,4,5,0,4,138,4840,0.91,0.09,406
다사5918,0,9,0,1,16,18,0,41,1128,31712,0.91,0.09,407
다사5913,0,4,0,0,9,14,0,15,671,13112,0.91,0.09,408
다사5420,0,3,0,0,5,13,1,10,199,6013,0.91,0.09,409
다사3466,0,5,0,0,6,25,1,8,699,13885,0.91,0.09,410
다사6984,0,0,0,1,3,18,0,6,55,1753,0.91,0.09,411
다사3932,0,1,0,0,4,10,0,6,81,3563,0.91,0.09,412
다사6426,0,4,0,0,14,43,1,22,887,18595,0.91,0.09,413
다사9621,0,2,0,1,6,11,0,7,417,7168,0.91,0.09,414
다사3830,0,5,0,0,12,4,0,3,701,9584,0.91,0.09,415
다사3556,0,7,0,1,11,12,1,14,480,11876,0.91,0.09,416
다사8132,0,2,0,0,3,19,0,6,170,4758,0.91,0.09,417
다사4429,0,3,0,1,5,13,0,5,128,4731,0.91,0.09,418
다사6839,0,4,0,0,3,5,0,4,946,14602,0.91,0.09,419
다사5321,0,1,0,0,8,22,0,10,338,9270,0.91,0.09,420
다사7831,0,3,0,0,5,9,0,10,289,4937,0.91,0.09,421
다사3837,0,7,0,0,13,3,0,10,2098,19470,0.91,0.09,422
다바3999,0,0,0,0,0,12,0,3,80,2652,0.91,0.09,423
다사6611,0,0,0,0,2,10,0,14,870,10048,0.91,0.09,424
다바6487,0,0,0,0,7,10,0,7,47,2817,0.91,0.09,425
다사7661,0,3,0,0,4,8,0,6,313,5035,0.91,0.09,426
다사8341,0,3,0,1,7,8,0,4,131,3870,0.92,0.08,427
다사5334,0,2,0,1,9,10,0,7,287,7732,0.92,0.08,428
다바5088,0,0,0,0,1,10,0,3,7,190,0.92,0.08,429
다사4026,0,4,0,0,14,10,0,13,439,14832,0.92,0.08,430
다사6282,0,7,0,0,3,6,0,3,144,3223,0.92,0.08,431
다사7762,0,3,0,0,12,16,0,30,1081,22130,0.92,0.08,432
다사5419,0,2,0,0,2,7,0,3,80,3572,0.92,0.08,433
다사7057,0,2,0,0,8,6,0,4,354,6949,0.92,0.08,434
다사8349,0,2,0,0,1,5,0,3,54,2214,0.92,0.08,435
다사5623,0,2,0,0,3,10,0,17,551,16042,0.92,0.08,436
다사6221,0,0,0,0,3,14,0,7,774,9532,0.92,0.08,437
다사5969,0,6,0,0,14,23,1,25,608,20091,0.92,0.08,438
다사7630,0,2,0,0,1,7,0,3,47,886,0.92,0.08,439
다아7700,0,2,0,1,2,4,0,3,17,960,0.92,0.08,440
다사3940,0,3,0,0,7,13,0,12,1089,12948,0.92,0.08,441
다사5715,0,1,0,0,8,14,0,9,324,5408,0.92,0.08,442
다사6276,0,1,0,0,6,11,0,8,335,6182,0.92,0.08,443
다사5578,0,0,0,0,3,8,0,4,32,1821,0.92,0.08,444
라사1223,0,2,0,0,11,34,0,9,584,9331,0.92,0.08,445
라사0730,0,2,0,1,1,6,0,3,14,881,0.92,0.08,446
다사4824,0,3,0,0,7,11,0,6,539,6121,0.92,0.08,447
다사7653,0,0,0,0,0,10,0,3,11,453,0.92,0.08,448
다사5532,0,1,0,1,3,32,0,6,314,8272,0.92,0.08,449
다사6188,0,2,0,0,13,27,0,23,443,13939,0.92,0.08,450
다사6522,0,8,0,0,9,30,1,11,676,17119,0.92,0.08,451
다사6020,0,8,0,0,12,16,0,7,888,19110,0.92,0.08,452
다사6662,0,2,0,0,5,16,0,18,681,13049,0.92,0.08,453
다사1816,0,2,0,1,1,6,0,3,9,650,0.92,0.08,454
다사3129,0,8,0,0,12,13,0,25,599,16256,0.93,0.07,455
다바4988,0,3,0,0,1,4,0,3,10,742,0.93,0.07,456
다사4456,0,0,0,1,2,10,1,5,46,1343,0.93,0.07,457
다사6322,0,0,0,0,1,2,0,8,363,9396,0.93,0.07,458
다사9817,0,2,0,1,3,9,0,4,227,4723,0.93,0.07,459
다사9421,0,2,0,0,2,8,0,9,292,5482,0.93,0.07,460
다사7358,0,2,0,0,4,14,0,7,111,4455,0.93,0.07,461
다사6730,0,7,0,0,8,33,0,24,972,25930,0.93,0.07,462
다사7030,0,0,0,0,6,15,0,5,349,5455,0.93,0.07,463
다사8495,0,4,0,0,1,4,0,3,51,1755,0.93,0.07,464
다사4367,0,1,0,0,4,13,0,3,63,3632,0.93,0.07,465
다사6572,0,5,0,0,6,16,0,17,1220,16590,0.93,0.07,466
다사7137,0,1,0,0,6,22,0,3,65,2849,0.93,0.07,467
다사6110,0,3,0,0,7,10,0,17,967,14765,0.93,0.07,468
다사6661,0,0,0,0,12,19,0,15,731,14220,0.93,0.07,469
다사7471,0,1,0,0,2,18,0,6,72,1395,0.93,0.07,470
다사6172,0,3,0,1,15,27,2,21,549,15800,0.93,0.07,471
다사5014,0,5,0,0,2,2,0,3,255,2074,0.93,0.07,472
다사9521,0,3,0,0,5,7,0,15,864,12170,0.93,0.07,473
다사6477,0,0,0,0,1,17,0,6,14,408,0.93,0.07,474
다사6067,0,3,0,1,14,20,3,19,509,14595,0.93,0.07,475
다사3964,0,6,0,0,7,13,0,13,858,19691,0.93,0.07,476
다사3328,0,0,0,0,10,6,0,5,40,3202,0.93,0.07,477
다사3367,0,0,0,0,6,8,0,9,567,11361,0.93,0.07,478
다바8489,0,0,0,1,2,14,0,3,9,442,0.93,0.07,479
다사6920,0,4,0,0,7,16,0,19,1056,24311,0.93,0.07,480
다사7152,0,0,0,0,3,5,0,13,1028,14538,0.93,0.07,481
다사6610,0,0,0,0,3,5,0,18,1192,13621,0.93,0.07,482
다사2362,0,2,0,0,11,26,0,13,558,10356,0.93,0.07,483
다사4220,0,4,0,0,19,22,0,17,753,18219,0.93,0.07,484
다사3744,0,6,0,1,13,19,0,10,425,15183,0.93,0.07,485
다사2759,0,0,0,0,3,8,0,17,1217,12766,0.93,0.07,486
다사5369,0,0,0,0,5,9,0,3,39,1720,0.93,0.07,487
다사4702,0,3,0,0,8,6,0,8,785,8080,0.93,0.07,488
다바4887,0,3,0,1,15,20,0,25,833,22376,0.93,0.07,489
다사6117,0,6,0,0,10,14,0,22,696,14625,0.93,0.07,490
다사7616,0,0,0,0,3,9,0,5,263,4463,0.93,0.07,491
다사7334,0,2,0,0,4,12,0,3,170,3749,0.93,0.07,492
다사5422,0,7,0,0,7,27,0,21,533,16497,0.93,0.07,493
다사8807,0,2,0,1,4,26,0,2,38,1650,0.93,0.07,494
다사4466,0,0,0,0,0,0,0,4,63,1645,0.94,0.06,495
다바5188,0,0,0,0,2,2,0,4,59,1718,0.94,0.06,496
다바6489,0,5,0,0,7,25,0,16,687,15072,0.94,0.06,497
다사5219,0,2,0,0,3,7,0,4,97,2086,0.94,0.06,498
라사0842,0,7,0,1,8,7,1,1,35,1818,0.94,0.06,499
다아8010,0,4,0,1,7,4,0,3,302,2517,0.94,0.06,500
다사3646,0,2,0,0,7,19,0,3,126,3103,0.94,0.06,501
다사5034,0,0,0,0,1,4,0,4,15,562,0.94,0.06,502
다바5890,0,0,0,0,2,4,0,4,75,1543,0.94,0.06,503
다사5025,0,1,0,1,5,21,0,8,287,5252,0.94,0.06,504
다사4012,0,2,0,0,8,17,0,8,522,8745,0.94,0.06,505
다사4734,0,8,0,0,15,21,0,19,568,21134,0.94,0.06,506
다사5314,0,1,0,0,3,10,0,9,334,7194,0.94,0.06,507
다사4529,0,0,0,0,1,0,0,4,80,3700,0.94,0.06,508
다사3170,0,0,0,0,3,9,0,14,330,7755,0.94,0.06,509
다사6716,0,0,0,0,2,2,0,4,50,1642,0.94,0.06,510
다사3366,0,0,0,0,5,23,0,6,341,7175,0.94,0.06,511
다바6491,0,3,0,0,9,10,0,10,1905,17571,0.94,0.06,512
라사1102,0,7,0,1,7,17,0,1,44,2937,0.94,0.06,513
다사6170,0,4,0,0,12,14,0,17,430,15466,0.94,0.06,514
다사7532,0,1,0,0,8,12,0,7,491,9572,0.94,0.06,515
다사7037,0,6,0,1,19,37,0,34,782,22983,0.94,0.06,516
다사9918,0,0,0,0,0,2,0,4,0,143,0.94,0.06,517
다사4222,0,4,0,1,18,18,0,15,488,17568,0.94,0.06,518
다사3737,0,4,0,0,14,37,0,15,1002,24127,0.94,0.06,519
다사6305,0,1,0,0,2,9,0,11,855,9624,0.94,0.06,520
다사8679,0,3,0,1,4,9,0,1,64,1176,0.94,0.06,521
다바4699,0,0,0,0,2,1,0,4,38,935,0.94,0.06,522
다사6372,0,2,0,0,5,18,1,13,163,4912,0.94,0.06,523
다바6989,0,2,0,0,3,2,0,11,286,6094,0.94,0.06,524
다사7861,0,3,0,0,5,12,0,9,274,6853,0.94,0.06,525
다사6116,0,7,0,0,17,27,1,51,1826,30943,0.94,0.06,526
다사5368,0,1,0,0,3,14,0,3,30,1012,0.94,0.06,527
다사9718,0,0,0,0,1,6,0,4,46,1290,0.94,0.06,528
다사6619,0,5,0,0,11,11,2,7,1488,15986,0.94,0.06,529
라사0919,0,0,0,0,0,6,0,4,9,193,0.94,0.06,530
다사5822,0,1,0,0,10,10,0,5,105,6083,0.95,0.05,531
다사5131,0,5,0,0,10,30,0,22,824,23420,0.95,0.05,532
다사2262,0,4,0,1,4,10,0,2,260,5661,0.95,0.05,533
다사6520,0,5,0,1,14,42,1,18,746,18612,0.95,0.05,534
다사3372,0,0,0,1,3,15,0,3,39,1434,0.95,0.05,535
다사5320,0,7,0,1,17,32,0,27,615,20613,0.95,0.05,536
다사5722,0,5,0,0,11,15,0,21,432,17463,0.95,0.05,537
다사6319,0,1,0,0,3,12,0,6,305,7763,0.95,0.05,538
다사4027,0,0,0,1,6,2,0,9,311,7713,0.95,0.05,539
다사3924,0,0,0,0,8,16,2,3,98,4380,0.95,0.05,540
다사7760,0,0,0,0,6,7,0,12,303,9092,0.95,0.05,541
다사3455,0,2,0,0,4,0,0,1,1382,10979,0.95,0.05,542
다사3467,0,1,0,0,8,11,0,11,729,15713,0.95,0.05,543
다사4861,0,2,0,0,7,6,1,1,1034,10462,0.95,0.05,544
다사6829,0,2,0,0,3,8,0,4,117,4253,0.95,0.05,545
다사4638,0,2,0,0,4,10,0,7,300,7621,0.95,0.05,546
다사4600,0,2,0,0,6,15,0,6,523,6867,0.95,0.05,547
다사3155,0,3,0,0,8,14,0,18,588,13829,0.95,0.05,548
다사4276,0,4,0,0,2,12,0,1,16,876,0.95,0.05,549
다바6287,0,2,0,0,2,8,0,8,96,3482,0.95,0.05,550
다사7028,0,2,0,0,9,6,0,13,526,10232,0.95,0.05,551
다사4231,0,4,0,0,6,6,0,3,278,3226,0.95,0.05,552
다사3862,0,1,0,0,6,15,0,3,87,4190,0.95,0.05,553
다사6270,0,3,0,0,5,12,0,6,178,6548,0.95,0.05,554
다사9964,0,4,0,1,3,6,0,3,101,1936,0.95,0.05,555
다사5122,0,0,0,0,3,9,0,6,279,4723,0.95,0.05,556
다사5909,0,2,0,1,6,12,1,12,449,9149,0.95,0.05,557
다사6659,0,7,0,0,16,28,1,13,1157,17166,0.95,0.05,558
다사7367,0,0,0,0,6,13,0,9,165,4625,0.95,0.05,559
다사3269,0,3,0,0,6,6,0,7,1794,17751,0.95,0.05,560
다바6391,0,4,0,0,6,2,0,0,1298,12578,0.95,0.05,561
다사3056,0,0,0,0,0,9,0,5,189,5539,0.95,0.05,562
다바8089,0,0,0,0,2,21,0,3,37,1948,0.95,0.05,563
다사5813,0,0,0,0,7,11,0,7,179,4709,0.95,0.05,564
다사3257,0,6,0,0,5,5,0,0,29,1414,0.95,0.05,565
다사7215,0,4,0,0,18,19,1,17,1103,18542,0.95,0.05,566
다사9926,0,1,0,1,1,4,0,4,14,1021,0.95,0.05,567
다사7631,0,5,0,0,7,14,0,16,1541,15945,0.95,0.05,568
다사4332,0,2,0,1,3,13,0,4,192,3554,0.95,0.05,569
다사4667,0,0,0,0,1,18,0,5,84,3809,0.95,0.05,570
다사2361,0,4,0,0,9,13,0,23,1341,15809,0.95,0.05,571
다사2959,0,6,0,0,8,14,0,9,1579,19742,0.95,0.05,572
다사6310,0,1,0,0,6,10,0,13,766,7974,0.95,0.05,573
다사3572,0,5,0,0,10,14,1,27,704,14551,0.95,0.05,574
다사6941,0,4,0,0,6,14,0,15,1260,19364,0.95,0.05,575
다사3370,0,0,0,1,5,8,0,9,543,11776,0.95,0.05,576
다사4230,0,1,0,0,4,8,0,16,1172,12586,0.95,0.05,577
다사8680,0,0,0,0,3,8,0,7,72,2185,0.95,0.05,578
다사6762,0,2,0,0,6,15,0,4,558,7267,0.95,0.05,579
다사7518,0,0,0,0,8,12,0,7,197,7081,0.95,0.05,580
다사5114,0,0,0,0,3,8,0,6,350,6641,0.95,0.05,581
다사3157,0,2,0,0,7,18,0,6,465,8549,0.95,0.05,582
다사6763,0,0,0,0,3,11,0,7,485,7115,0.96,0.04,583
다사5417,0,4,0,1,3,14,0,2,42,2563,0.96,0.04,584
다사7370,0,1,0,0,5,5,0,5,76,1956,0.96,0.04,585
다바4798,0,1,0,0,11,9,0,1,35,1936,0.96,0.04,586
다사6509,0,2,0,0,1,5,0,8,757,7746,0.96,0.04,587
다사4825,0,1,0,1,5,13,1,7,216,6659,0.96,0.04,588
다사5908,0,4,0,0,4,12,0,21,787,15689,0.96,0.04,589
다사6857,0,1,0,0,9,18,0,6,316,6611,0.96,0.04,590
다사6480,0,5,0,0,8,8,0,2,666,8206,0.96,0.04,591
다사3871,0,2,0,1,4,14,0,13,138,6299,0.96,0.04,592
다사3831,0,1,0,0,6,8,0,7,338,5240,0.96,0.04,593
다사6289,0,0,0,0,0,8,0,3,31,1376,0.96,0.04,594
다사6820,0,3,0,0,7,13,0,14,1073,16192,0.96,0.04,595
다사9820,0,2,0,0,5,5,0,4,116,3781,0.96,0.04,596
다사6430,0,0,0,0,3,9,0,2,78,1984,0.96,0.04,597
다사7161,0,5,0,1,5,21,1,2,36,2644,0.96,0.04,598
다사6609,0,5,0,0,11,10,0,23,1894,18305,0.96,0.04,599
다사3921,0,0,0,0,5,6,0,13,862,9753,0.96,0.04,600
다사8260,0,4,0,0,8,17,0,18,642,15678,0.96,0.04,601
다사3065,0,0,0,0,1,12,0,4,117,2762,0.96,0.04,602
다사6607,0,1,0,0,5,5,0,11,652,10796,0.96,0.04,603
다사7520,0,0,0,0,3,20,1,3,80,2533,0.96,0.04,604
다사5810,0,1,0,0,3,13,0,8,443,8032,0.96,0.04,605
다사5616,0,2,0,0,3,6,1,4,87,3812,0.96,0.04,606
다사5477,0,1,0,0,2,16,0,3,18,730,0.96,0.04,607
다사7350,0,2,0,1,2,19,0,13,696,14007,0.96,0.04,608
다사7733,0,2,0,0,4,2,0,7,691,8573,0.96,0.04,609
다바4891,0,1,0,0,7,11,0,5,646,6225,0.96,0.04,610
다바6390,0,2,0,0,9,13,0,2,681,9103,0.96,0.04,611
라사0080,0,0,0,0,0,8,0,3,30,1663,0.96,0.04,612
다사6672,0,1,0,0,5,12,0,19,865,9810,0.96,0.04,613
다사6129,0,2,0,0,2,10,0,0,8,115,0.96,0.04,614
다사3131,0,3,0,0,5,4,0,10,639,6828,0.96,0.04,615
다사6026,0,0,0,0,0,12,0,3,109,2198,0.96,0.04,616
다사2860,0,0,0,0,3,11,0,14,727,9218,0.96,0.04,617
다바9397,0,3,0,1,6,8,0,0,31,1241,0.96,0.04,618
다사6481,0,1,0,0,4,8,0,6,311,5265,0.96,0.04,619
다사3730,0,0,0,0,6,2,0,9,908,9141,0.96,0.04,620
다사5068,0,2,0,1,1,10,0,1,7,745,0.96,0.04,621
다사7155,0,4,0,0,5,10,0,0,663,7003,0.96,0.04,622
다사3268,0,1,0,1,8,7,0,5,1607,17420,0.96,0.04,623
다사7548,0,6,1,1,5,24,0,20,547,14341,0.96,0.04,624
다사4733,0,5,0,1,7,20,0,20,721,19589,0.96,0.04,625
다사6433,0,1,0,0,4,25,0,10,151,4090,0.96,0.04,626
다사6617,0,2,0,0,4,12,0,8,225,7679,0.96,0.04,627
다사7576,0,2,0,1,1,9,0,0,0,359,0.96,0.04,628
다사8307,0,2,0,1,1,9,0,2,8,537,0.96,0.04,629
다사6514,0,1,0,0,3,23,0,6,174,4453,0.96,0.04,630
다사6515,0,2,0,0,4,7,0,4,121,2676,0.96,0.04,631
다사3567,0,1,0,0,6,4,0,13,838,13757,0.96,0.04,632
다사6407,0,1,0,0,5,0,0,11,1394,9328,0.96,0.04,633
다바4187,0,4,0,0,8,13,0,0,24,901,0.96,0.04,634
다사6326,0,6,0,0,8,21,0,7,887,14866,0.96,0.04,635
다사2460,0,2,0,0,8,13,1,4,785,7639,0.96,0.04,636
다사6412,0,2,0,1,8,8,0,10,536,7236,0.96,0.04,637
다사3631,0,8,0,2,10,12,0,23,702,18840,0.96,0.04,638
다사6817,0,2,0,0,1,6,0,6,224,5793,0.96,0.04,639
다사6115,0,5,0,0,14,22,0,26,1329,20864,0.96,0.04,640
다사3568,0,0,0,0,11,9,0,5,535,8981,0.96,0.04,641
다사3981,0,2,0,1,3,12,0,1,40,1431,0.96,0.04,642
다사5630,0,2,0,0,5,8,0,5,442,8254,0.96,0.04,643
다사7549,0,4,0,0,4,15,0,23,795,14369,0.96,0.04,644
라사0411,0,3,0,1,6,6,0,2,23,1254,0.96,0.04,645
다바4791,0,1,0,0,4,17,0,28,1143,13274,0.97,0.03,646
다사3256,0,0,0,0,1,2,0,5,656,7582,0.97,0.03,647
다사2861,0,1,0,0,6,8,0,11,548,7795,0.97,0.03,648
다사4927,0,1,0,0,1,10,0,11,374,8281,0.97,0.03,649
다사8259,0,0,0,0,3,9,0,7,212,4408,0.97,0.03,650
다사3930,0,3,0,1,5,10,0,7,148,3681,0.97,0.03,651
다사8467,0,2,0,1,2,18,0,0,36,1351,0.97,0.03,652
다사5125,0,0,0,0,2,12,0,4,143,4459,0.97,0.03,653
다사6612,0,0,0,0,3,3,0,6,457,5801,0.97,0.03,654
다사4048,0,0,0,0,1,9,0,1,77,3063,0.97,0.03,655
다사4633,0,1,0,0,3,10,0,4,330,5873,0.97,0.03,656
다사7029,0,0,0,0,7,12,0,5,383,6702,0.97,0.03,657
다사4225,0,4,0,1,10,16,0,20,438,13767,0.97,0.03,658
다사6371,0,4,0,1,16,32,1,22,525,14219,0.97,0.03,659
다아6211,0,2,0,1,2,13,0,0,29,1418,0.97,0.03,660
다사7267,0,1,0,0,3,9,0,2,81,2537,0.97,0.03,661
다사6325,0,1,0,0,4,11,0,17,856,16800,0.97,0.03,662
다사3925,0,1,0,0,4,11,0,4,241,9049,0.97,0.03,663
다사6124,0,2,0,0,5,19,0,7,895,21446,0.97,0.03,664
다사3731,0,4,0,0,4,4,0,13,557,6633,0.97,0.03,665
다사6828,0,0,0,0,1,2,0,5,615,9679,0.97,0.03,666
다사6834,0,3,0,1,5,30,0,20,658,15410,0.97,0.03,667
다사9270,0,3,0,1,5,7,0,6,154,4603,0.97,0.03,668
다사3464,0,4,0,0,13,19,0,23,725,25428,0.97,0.03,669
다사5904,0,3,0,0,2,10,0,2,86,2520,0.97,0.03,670
다사6558,0,1,0,0,1,9,0,9,677,7479,0.97,0.03,671
다사4731,0,2,0,0,2,4,0,3,114,3347,0.97,0.03,672
다사4603,0,1,0,0,4,11,0,3,163,4336,0.97,0.03,673
다사6318,0,1,0,0,5,4,0,21,549,10624,0.97,0.03,674
다사6954,0,0,0,0,8,13,0,3,152,4330,0.97,0.03,675
다사6957,0,2,0,0,9,15,0,1,1377,16059,0.97,0.03,676
다사5435,0,3,0,0,5,10,0,3,267,3821,0.97,0.03,677
다사7730,0,3,0,0,4,4,0,6,200,4311,0.97,0.03,678
다사4656,0,0,0,0,5,0,0,0,1104,10523,0.97,0.03,679
다사6012,0,4,0,0,11,37,0,38,1547,21179,0.97,0.03,680
다사6013,0,4,0,0,17,18,0,20,1451,20775,0.97,0.03,681
다사3426,0,0,0,0,9,5,0,3,51,2653,0.97,0.03,682
다사2961,0,0,0,0,0,9,0,5,145,1600,0.97,0.03,683
다사7015,0,1,0,0,3,8,1,9,480,9121,0.97,0.03,684
다사7304,0,2,0,1,4,8,0,5,171,3934,0.97,0.03,685
다사4483,0,4,0,0,4,22,0,1,88,3355,0.97,0.03,686
다사7830,0,0,0,0,6,6,0,9,507,9648,0.97,0.03,687
다사8130,0,0,0,0,4,6,0,5,326,4435,0.97,0.03,688
다사6091,0,0,0,0,2,1,0,4,84,2440,0.97,0.03,689
다바4288,0,0,0,0,0,9,0,5,155,2278,0.97,0.03,690
다사5222,0,1,0,0,11,27,0,21,650,15202,0.97,0.03,691
다사5577,0,0,1,1,1,24,0,0,39,1651,0.97,0.03,692
다사4735,0,5,0,1,13,17,1,12,591,16940,0.97,0.03,693
라사0181,0,6,0,0,3,5,0,1,69,3183,0.97,0.03,694
다사5418,0,1,0,0,3,10,0,5,141,3564,0.97,0.03,695
다사3971,0,3,0,0,3,7,0,3,145,3421,0.97,0.03,696
다사7349,0,6,0,0,12,27,0,18,804,19781,0.97,0.03,697
다바6889,0,0,0,0,6,13,0,6,596,7038,0.97,0.03,698
다사2360,0,5,0,0,13,21,0,35,1590,20726,0.97,0.03,699
다사6423,0,1,0,0,1,14,0,7,93,2979,0.97,0.03,700
다사7469,0,1,0,0,3,3,0,10,405,8289,0.97,0.03,701
다사3128,0,8,0,1,9,27,0,31,794,19101,0.97,0.03,702
다사3346,0,1,0,0,3,6,0,8,311,6623,0.97,0.03,703
라사1222,0,3,0,1,2,5,0,3,158,3160,0.97,0.03,704
다사3213,0,2,0,1,4,5,0,1,70,2702,0.97,0.03,705
다사7045,0,4,0,0,6,0,0,0,652,6843,0.97,0.03,706
다사6567,0,0,0,0,3,9,0,4,103,3973,0.97,0.03,707
다사7516,0,1,0,0,4,9,0,6,382,5481,0.97,0.03,708
다사5968,0,0,0,0,1,5,0,5,60,2955,0.97,0.03,709
다사4561,0,5,0,0,11,30,0,16,1100,19614,0.97,0.03,710
다사6943,0,2,0,0,4,0,0,0,11,197,0.97,0.03,711
다바6789,0,1,0,0,4,16,0,11,550,6797,0.97,0.03,712
다사9418,0,0,0,0,0,6,0,3,78,1492,0.97,0.03,713
다사2761,0,6,0,0,12,19,1,30,1430,17432,0.97,0.03,714
다사7369,0,1,0,1,5,12,0,12,313,8187,0.97,0.03,715
다바6295,0,1,0,0,3,5,0,10,328,6077,0.97,0.03,716
다아8009,0,1,0,0,1,6,0,5,12,730,0.97,0.03,717
다바6689,0,0,0,0,5,7,0,5,752,8792,0.97,0.03,718
다사5277,0,0,0,0,0,27,0,1,0,256,0.97,0.03,719
다사7138,0,0,0,0,3,11,0,5,151,3802,0.97,0.03,720
다사3266,0,0,0,0,6,14,0,3,167,4422,0.97,0.03,721
다사2165,0,0,0,0,5,7,0,6,45,1826,0.97,0.03,722
다사6408,0,1,0,0,5,9,0,10,871,9023,0.97,0.03,723
다사5317,0,2,0,1,1,6,0,8,105,2555,0.97,0.03,724
다사3369,0,3,0,0,9,6,0,23,904,19089,0.97,0.03,725
다사5535,0,0,0,0,1,9,0,4,309,5672,0.97,0.03,726
다사3959,0,0,0,0,1,9,2,1,23,730,0.97,0.03,727
다사4021,0,0,0,0,0,6,0,6,63,1198,0.97,0.03,728
다사5915,0,1,0,0,1,14,0,3,352,4813,0.97,0.03,729
다사6472,0,0,0,0,3,6,0,6,425,7223,0.97,0.03,730
다사3885,0,1,0,0,4,10,0,7,492,9339,0.97,0.03,731
다사5631,0,0,0,0,0,10,0,0,0,70,0.98,0.02,732
다사6635,0,0,0,0,4,14,0,9,393,6281,0.98,0.02,733
다사4071,0,0,0,0,0,9,0,0,8,929,0.98,0.02,734
라사0413,0,0,0,0,0,9,0,0,7,128,0.98,0.02,735
라사1323,0,0,0,0,0,10,0,1,16,443,0.98,0.02,736
다사7279,0,0,0,0,4,9,0,0,0,413,0.98,0.02,737
다사2358,0,0,0,0,3,9,0,0,11,576,0.98,0.02,738
다사5712,0,0,0,0,2,1,0,3,67,3013,0.98,0.02,739
다사5129,0,4,0,0,3,12,0,2,113,3700,0.98,0.02,740
다사6075,0,0,0,1,1,11,0,1,0,158,0.98,0.02,741
다사3923,0,7,0,0,10,17,0,38,957,22754,0.98,0.02,742
다사9315,0,0,0,0,1,11,0,0,0,289,0.98,0.02,743
다사3985,0,0,0,0,1,9,0,1,0,597,0.98,0.02,744
다사7814,0,0,0,0,1,10,0,0,7,376,0.98,0.02,745
다사5531,0,0,0,0,0,9,0,0,0,101,0.98,0.02,746
다사9324,0,0,0,0,2,9,0,1,62,1207,0.98,0.02,747
다사4930,0,2,0,1,7,36,0,22,612,18936,0.98,0.02,748
다사4454,0,0,0,0,2,9,0,0,17,955,0.98,0.02,749
다사8862,0,0,0,0,1,11,0,0,0,192,0.98,0.02,750
다사3275,0,0,0,0,0,11,0,2,0,262,0.98,0.02,751
다사6283,0,0,0,0,2,10,0,0,7,252,0.98,0.02,752
다사4804,0,0,0,0,0,9,0,2,51,1411,0.98,0.02,753
다사3845,0,1,0,0,1,10,1,4,156,4873,0.98,0.02,754
다사5537,0,2,0,1,5,14,1,10,1143,21468,0.98,0.02,755
다사3344,0,2,0,0,7,24,0,39,1476,26355,0.98,0.02,756
다사4635,0,0,0,0,2,10,0,1,43,504,0.98,0.02,757
다사8440,0,0,0,0,2,10,0,1,64,1957,0.98,0.02,758
다바4487,0,1,0,0,4,11,0,1,18,1211,0.98,0.02,759
다사5437,0,0,0,0,0,0,0,3,43,1623,0.98,0.02,760
다사2368,0,0,0,0,1,9,0,0,7,576,0.98,0.02,761
다아4802,0,0,0,0,0,10,0,0,0,20,0.98,0.02,762
다아6520,0,0,0,1,1,10,0,1,8,1069,0.98,0.02,763
다사3866,0,0,0,0,0,10,0,0,11,404,0.98,0.02,764
다사6741,0,0,0,0,3,9,0,3,216,6629,0.98,0.02,765
라사0400,0,0,0,0,0,9,0,0,0,204,0.98,0.02,766
