gid,심야약국,응급실,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수
다바4791,0,0,0,1,0,0,4,17,0,28,1143,13274
다사5375,0,0,0,0,0,0,0,0,0,0,0,21
다사2014,0,0,0,0,0,0,0,0,0,0,0,160
라사0375,0,0,0,0,0,0,0,0,0,0,0,0
다사5631,0,0,0,0,0,0,0,10,0,0,0,70
다바4392,0,0,0,0,0,0,0,0,0,0,0,6
다사7525,0,0,0,0,0,0,1,4,0,0,0,170
다사3916,0,0,0,0,0,0,0,2,0,0,0,22
다바4784,0,0,0,0,0,0,0,0,0,0,0,123
다사2574,0,0,0,0,0,0,0,0,0,0,0,6
다사6815,0,0,0,0,0,0,0,0,0,0,0,63
다사3256,0,0,0,0,0,0,1,2,0,5,656,7582
다사8974,0,0,0,0,0,0,0,4,0,0,0,148
다바8988,0,0,0,0,0,0,0,0,0,0,0,9
다바6690,0,0,0,0,0,0,0,0,0,0,0,137
다사3557,0,0,0,0,0,0,0,1,0,0,0,181
다사8175,0,0,0,0,0,0,0,1,0,0,0,32
다사6332,0,0,0,6,0,0,8,14,0,9,500,9401
다바4485,0,0,0,0,0,0,0,0,0,0,0,63
다아9208,0,0,0,0,0,0,0,2,0,0,0,56
다사8806,0,0,0,0,0,0,0,0,0,0,0,99
다사4476,0,0,0,0,0,0,0,6,0,0,0,91
다바7092,0,0,0,0,0,0,0,3,0,0,0,56
다바6588,0,0,0,9,1,0,15,27,0,21,591,17274
다사9118,0,0,0,0,0,0,1,1,0,0,0,122
라사2121,0,0,0,0,0,0,0,2,0,0,0,42
다사5097,0,0,0,0,0,0,0,2,0,0,0,61
다사3949,0,0,0,0,0,0,0,0,0,0,0,0
다사8919,0,0,0,0,0,0,0,4,0,0,0,32
라사1712,0,0,0,0,0,0,0,0,0,0,0,14
다사7268,0,0,0,14,0,1,8,14,0,15,563,11460
다사3313,0,0,0,0,0,0,0,4,0,0,0,185
다사7031,0,0,0,0,0,0,1,6,0,0,118,1710
라사0158,0,0,0,0,0,0,0,2,0,0,0,94
다사7418,0,0,0,3,0,0,9,20,1,7,285,9812
다사4237,0,0,0,0,0,0,1,4,0,0,0,140
다사6502,0,0,0,0,0,0,0,4,0,0,0,102
다사6886,0,0,0,0,0,0,0,2,0,0,0,8
다사4919,0,0,0,1,0,0,2,0,0,10,171,4618
다사6585,0,0,0,0,0,0,0,2,0,0,0,88
다사4678,0,0,0,0,0,0,0,4,0,0,0,114
다사7535,0,0,0,0,0,0,0,0,0,0,0,128
라바0397,0,0,0,0,0,0,0,7,0,0,0,22
라사0067,0,0,0,0,0,0,0,4,0,0,0,48
다사5883,0,0,0,0,0,0,0,1,0,0,0,185
라사0806,0,0,0,0,0,0,0,8,0,0,0,102
라사0171,0,0,0,0,0,0,0,0,0,0,0,43
다사4866,0,0,0,0,0,0,0,3,0,0,0,78
다사7086,0,0,0,0,0,0,0,0,0,0,0,128
다사8878,0,0,0,0,0,0,0,0,0,0,0,59
다사7687,0,0,0,0,0,0,0,1,0,0,0,113
라사0928,0,0,0,0,0,0,0,4,0,0,0,219
다아5202,0,0,0,0,0,0,0,5,0,0,0,105
다바5382,0,0,0,0,0,0,0,0,0,0,0,0
다사7674,0,0,0,0,0,0,0,2,0,0,0,134
라사0421,0,0,0,0,0,0,0,0,0,0,6,156
라사1126,0,0,0,0,0,0,0,0,0,0,0,36
다사9010,0,0,0,0,0,0,0,0,0,0,0,15
다사9700,0,0,0,0,0,0,0,0,0,0,0,42
라사1107,0,0,0,0,0,0,0,3,0,0,0,64
다사8544,0,0,0,0,0,0,0,0,0,0,0,0
라사0106,0,0,0,0,0,0,0,2,0,0,0,100
다사8288,0,0,0,0,0,1,0,5,0,0,0,214
다사6460,0,0,0,0,0,0,0,0,0,0,0,8
다사9909,0,0,0,0,0,0,0,4,0,0,0,119
다바5494,0,0,0,0,0,0,0,0,0,0,0,14
다바6585,0,0,0,0,0,0,0,0,0,0,0,154
다사5806,0,0,0,0,0,0,0,3,0,1,7,306
다사3908,0,0,0,0,0,0,3,4,0,1,0,267
다사9224,0,0,0,0,0,0,0,4,0,0,10,510
라사1818,0,0,0,0,0,0,0,0,0,0,0,24
다사7571,0,0,0,0,0,0,4,4,0,2,89,1932
라사0315,0,0,0,0,0,0,0,0,0,0,0,24
다사8805,0,0,0,0,0,0,0,7,0,0,0,141
다사9124,0,0,0,1,0,0,2,8,0,0,27,940
다사4022,0,0,0,0,0,0,1,2,0,1,124,2731
다바6288,1,0,1,7,0,0,9,14,0,6,98,4296
다사9802,0,0,0,0,0,0,0,1,0,0,0,28
다사2861,0,0,0,1,0,0,6,8,0,11,548,7795
다사6635,0,0,0,0,0,0,4,14,0,9,393,6281
라사0542,0,0,0,0,0,0,0,2,0,0,0,44
다사4585,0,0,0,0,0,0,0,2,0,0,0,80
라사1825,0,0,0,0,0,0,0,4,0,0,0,67
다아6815,0,0,0,0,0,0,0,2,0,0,0,14
다사8098,0,0,0,0,0,0,0,0,0,0,0,23
다바4895,0,0,0,0,0,0,1,2,0,0,0,179
다사4910,0,0,0,0,0,0,0,0,0,1,9,553
다사8761,0,0,0,0,0,0,0,0,0,0,0,42
다사9419,0,0,0,0,0,1,7,6,0,2,88,4051
다사9825,0,0,0,0,0,0,1,3,0,0,9,151
다사5573,0,0,0,0,0,0,0,1,0,0,0,60
다아6311,0,0,0,0,0,0,1,6,0,0,29,566
다사2412,0,0,0,0,0,0,0,2,0,0,0,100
다사3470,0,0,0,7,0,0,21,18,0,33,1153,23466
다아5811,0,0,0,0,0,0,0,6,0,0,0,156
다사6900,0,0,0,0,0,0,0,2,0,1,6,229
다사6904,0,0,0,0,0,0,2,4,0,0,0,109
다사7157,0,0,0,0,0,0,0,7,0,0,10,698
다사2912,0,0,0,0,0,0,0,0,0,0,0,59
다사4619,0,0,0,0,0,0,0,0,0,0,0,78
다사4008,0,0,0,0,0,0,0,4,0,0,6,284
다사8732,0,0,0,0,0,0,0,0,0,0,0,58
다사7790,0,0,0,0,0,0,0,0,0,0,0,0
다사8249,0,0,0,0,0,0,0,4,0,1,0,138
라사2340,0,0,0,0,0,0,0,2,0,0,0,21
다사7863,0,0,0,0,0,0,0,2,0,0,22,318
다바4892,0,0,0,0,0,0,0,0,0,0,6,153
다사3725,0,0,0,13,0,1,16,17,1,21,169,6396
다사5117,0,0,0,0,0,0,0,1,0,2,359,3509
다사4463,0,0,0,0,0,0,0,1,0,1,0,85
다사8697,0,0,0,0,0,0,0,2,0,0,0,147
다사9643,0,0,0,1,0,0,1,2,0,2,7,341
다사7126,0,0,0,0,0,0,3,6,0,1,70,1418
다사6512,1,0,1,7,0,0,10,7,0,12,795,11858
다사3581,0,0,0,0,0,0,0,1,0,0,0,118
다사5829,0,0,0,0,0,0,0,3,0,0,10,257
다사4071,0,0,0,0,0,0,0,9,0,0,8,929
다사8611,0,0,0,0,0,0,0,0,0,0,0,107
다사7740,0,0,0,1,0,0,0,8,0,0,0,236
라사1240,0,0,0,0,0,0,0,0,0,0,0,34
다아5702,0,0,0,0,0,0,0,0,0,0,0,42
다사9141,0,0,0,0,0,0,0,0,0,0,0,67
다사7940,0,0,0,0,0,0,0,3,0,0,0,94
다사4703,0,1,1,9,0,1,12,13,0,8,125,3698
다사9543,0,0,0,0,0,0,0,0,0,0,0,13
다사8970,0,0,0,0,0,0,0,0,0,0,0,29
다바7190,0,0,0,0,0,0,0,0,0,1,64,1439
다사3669,0,0,0,0,0,0,3,4,0,1,45,1088
라사1608,0,0,0,0,0,0,0,0,0,0,0,11
라사0238,0,0,0,0,0,0,0,0,0,0,0,23
다사3984,0,0,0,0,0,0,2,8,0,2,6,461
다사6074,0,0,0,0,0,0,0,12,0,1,0,208
다아6213,0,0,0,0,0,0,0,4,0,0,0,53
다사4927,0,0,0,1,0,0,1,10,0,11,374,8281
라사1538,0,0,0,0,0,0,0,4,0,0,0,140
다사3172,0,0,0,0,0,0,0,2,0,1,6,305
다바7487,0,0,0,0,0,0,0,0,0,0,0,13
다사4474,0,0,0,0,0,0,0,0,0,0,0,0
다사8450,0,0,0,0,0,0,0,1,0,0,15,548
라사0650,0,0,0,0,0,0,0,0,0,0,0,19
다사9064,0,0,0,0,0,0,0,2,0,0,0,18
다사3873,0,0,0,0,0,0,1,4,0,1,12,747
다사4025,0,0,0,3,0,0,3,8,0,10,367,9889
다사8341,0,0,0,3,0,1,7,8,0,4,131,3870
다사1918,0,0,0,0,0,0,0,0,0,0,0,32
다사6087,0,0,0,0,0,0,7,19,0,25,471,14396
다사3068,0,0,0,0,0,0,0,2,0,0,0,0
다사6712,0,0,0,0,0,0,0,0,0,0,0,18
라사0428,0,0,0,0,0,0,0,1,0,0,0,36
다아5100,0,0,0,0,0,0,0,0,0,0,0,0
라사0145,0,0,0,0,0,0,0,3,0,1,24,562
다사7475,0,0,0,0,0,0,0,1,0,0,0,57
다사9970,0,0,0,0,0,0,0,1,0,0,0,16
라사0327,0,0,0,0,0,0,0,4,0,0,0,94
라사0392,0,0,0,0,0,0,0,2,0,0,0,16
다사4109,0,0,0,0,0,0,1,6,0,0,0,202
다사7464,0,0,0,6,0,0,6,15,0,22,477,13636
다사4466,0,0,0,0,0,0,0,0,0,4,63,1645
다사5637,0,0,0,0,0,1,0,0,1,0,0,69
다사5784,0,0,0,0,0,0,0,5,0,0,0,30
다사8097,0,0,0,0,0,0,0,1,0,0,0,276
라사0629,0,0,0,0,0,0,0,0,0,0,0,15
다사8914,0,0,0,0,0,0,0,0,0,0,0,52
다사8421,0,0,0,0,0,0,1,7,0,0,0,261
라사1508,0,0,0,0,0,0,0,3,0,0,0,77
다사1858,0,0,0,0,0,0,0,0,0,0,0,56
다사4318,0,0,0,0,0,0,0,0,0,0,0,6
다사8447,0,0,0,0,0,0,0,3,0,0,0,37
라사0786,0,0,0,0,0,0,0,0,0,0,0,19
다바8888,0,0,0,0,0,0,0,1,0,0,0,62
다사4791,0,0,0,0,0,0,0,3,0,0,0,9
라사0076,0,0,0,0,0,0,0,2,0,0,0,39
다사8259,0,0,0,0,0,0,3,9,0,7,212,4408
라사0413,0,0,0,0,0,0,0,9,0,0,7,128
다아6720,0,0,0,0,0,0,0,0,0,0,0,0
다사3847,1,0,1,23,0,1,29,28,0,24,821,32421
다사5822,0,0,0,1,0,0,10,10,0,5,105,6083
다사7383,0,0,0,0,0,0,2,8,0,0,0,210
다사4028,0,0,0,0,0,0,0,3,0,0,0,43
다사8234,0,0,0,1,0,0,1,8,0,1,10,471
다아8014,0,0,0,0,0,0,0,0,0,0,0,28
다사8481,0,0,0,0,0,0,0,2,0,0,0,28
라사1627,0,0,0,0,0,0,0,3,0,0,0,191
다사7811,0,0,0,0,0,0,0,1,0,0,0,172
다사3436,0,0,0,0,0,0,0,0,0,0,0,18
라사0747,0,0,0,0,0,0,0,0,0,0,0,65
다사7445,0,0,0,0,0,0,0,0,0,0,0,22
다사7497,0,0,0,0,0,0,0,0,0,0,0,50
다사5990,0,0,0,0,0,0,0,0,0,0,0,57
다사3661,0,1,1,24,0,2,16,19,1,21,690,23575
다사6763,0,0,0,0,0,0,3,11,0,7,485,7115
다사9081,0,0,0,0,0,0,0,0,0,0,0,0
라사0329,0,0,0,0,0,0,0,8,0,0,0,58
다사9642,0,0,0,0,0,0,0,2,0,0,11,455
다사3733,0,0,0,0,0,0,0,3,0,0,0,300
다사6120,0,0,0,0,0,0,3,8,0,2,393,6293
다사5309,0,0,0,0,0,0,0,4,0,0,0,160
다사8681,0,0,0,0,0,0,1,2,0,0,32,306
다바3493,0,0,0,0,0,0,0,1,0,0,8,278
다사5902,0,0,0,0,0,0,0,2,0,0,0,237
다사9252,0,0,0,0,0,0,0,3,0,0,0,102
라사1323,0,0,0,0,0,0,0,10,0,1,16,443
다바5891,0,0,0,1,0,0,3,5,0,3,175,3300
라사1727,0,0,0,0,0,0,0,0,0,0,0,23
다사8469,0,0,0,0,0,0,0,0,0,0,0,73
다사1657,0,0,0,0,0,0,0,0,0,0,0,16
다사7956,0,0,0,0,0,0,0,3,0,0,0,31
다사7279,0,0,0,0,0,0,4,9,0,0,0,413
다사2358,0,0,0,0,0,0,3,9,0,0,11,576
다사8090,0,0,0,0,0,0,0,0,0,0,0,68
다바6591,0,0,0,0,0,0,1,3,0,0,128,1173
다사2877,0,0,0,0,0,0,0,5,0,0,0,217
다사6878,0,0,0,0,0,0,0,2,0,0,0,150
다사3942,0,0,0,2,0,1,11,19,0,16,545,17554
다사4002,0,0,0,0,0,0,1,8,0,0,0,143
다사9625,0,0,0,0,0,0,0,2,0,0,0,183
다사4475,0,0,0,0,0,0,0,2,0,0,0,82
다사3625,0,0,0,1,0,0,4,12,0,0,8,610
다바4695,0,0,0,0,0,0,0,1,0,0,0,84
다사8435,0,0,0,0,0,0,0,3,0,0,14,611
다사8514,0,0,0,0,0,0,0,0,0,0,0,8
라사1143,0,0,0,0,0,0,0,2,0,0,0,190
라사0688,0,0,0,0,0,0,0,3,0,0,0,56
다사9017,0,0,0,0,0,0,0,6,0,0,0,154
다사3377,0,0,0,0,0,0,0,4,0,0,0,48
다사6134,0,0,0,0,0,0,0,0,0,0,0,29
다사3582,0,0,0,0,0,0,0,3,0,0,0,130
라사2228,0,0,0,0,0,0,0,0,0,0,0,77
다아7203,0,0,0,0,0,0,0,0,0,0,0,65
다사9717,0,0,0,2,0,0,5,11,0,4,105,3516
라사0000,0,0,0,0,0,0,1,4,0,0,0,169
다사4322,0,0,0,26,0,1,23,22,1,27,596,23468
다사7306,0,0,0,0,0,0,0,4,0,0,0,120
다바8484,0,0,0,0,0,0,0,0,0,0,0,0
라사0807,0,0,0,0,0,0,0,4,0,0,0,63
다사8966,0,0,0,0,0,0,1,2,0,0,0,195
라사0745,0,0,0,0,0,0,0,0,0,0,0,133
다사2613,0,0,0,0,0,0,0,0,0,0,0,38
다사7849,0,0,0,0,0,0,0,2,0,0,0,53
라사0505,0,0,0,0,0,0,0,0,0,0,0,25
다사9054,0,0,0,0,0,0,0,4,0,0,7,297
다사8156,0,0,0,0,0,0,0,0,0,0,0,18
다바6282,0,0,0,0,0,0,0,0,0,0,0,0
다사8860,0,0,0,0,0,0,1,3,0,0,0,147
다사4517,0,0,0,0,0,0,0,0,0,0,0,19
다사8427,0,0,0,0,0,0,0,0,0,1,0,38
다사7939,0,0,0,0,0,0,0,0,0,0,0,32
라사0038,0,0,0,0,0,0,0,2,0,0,0,126
라사0746,0,0,0,0,0,0,0,0,0,0,0,28
다바5792,0,0,0,0,0,0,0,4,0,0,0,0
다사7632,0,0,0,8,0,1,8,15,0,28,730,12791
다사6304,0,0,0,0,0,0,2,6,0,8,253,3618
다사9612,0,0,0,0,0,0,0,2,0,0,6,299
다사9300,0,0,0,0,0,0,0,0,0,0,0,100
다사9368,0,0,0,0,0,0,0,0,0,0,0,6
다바4885,0,0,0,0,0,1,0,8,0,2,18,817
다아6217,0,0,0,0,0,0,0,0,0,0,0,12
다아7500,0,0,0,0,0,0,0,0,0,0,0,61
라사0690,0,0,0,0,0,0,0,2,0,0,0,26
다사3315,0,0,0,0,0,0,0,3,0,0,0,91
다사5208,0,0,0,0,0,0,0,0,0,0,0,144
다사4661,0,0,0,12,0,1,16,21,1,9,1730,20605
다사6885,0,0,0,0,0,0,0,0,0,0,0,8
다사7136,0,0,0,0,0,0,1,12,0,0,26,484
다아8012,0,0,0,0,0,0,0,3,0,0,0,34
다아4602,0,0,0,0,0,0,0,0,0,0,0,0
다사7394,0,0,0,0,0,0,0,0,0,0,0,91
라사0073,0,0,0,0,0,0,0,2,0,0,0,44
다아6721,0,0,0,0,0,0,0,0,0,0,0,11
다바5497,0,0,0,0,0,0,0,0,0,0,0,141
다바7983,0,0,0,0,0,0,0,7,0,0,0,275
다아8102,0,0,0,0,0,0,0,0,0,0,0,12
다사6070,0,0,0,5,0,1,23,14,1,10,346,16787
다사4340,0,0,0,0,0,0,0,5,0,7,182,5458
다사6586,0,0,0,0,0,0,0,4,0,0,0,47
다바5699,0,0,0,0,0,0,0,0,0,0,0,0
다사8721,0,0,0,0,0,0,0,0,0,0,0,0
라사1121,0,1,1,3,1,1,5,12,0,5,55,3100
다사5924,0,0,0,0,0,0,0,0,0,0,0,16
다사1967,0,0,0,0,0,0,0,0,0,0,0,40
다사5712,0,0,0,0,0,0,2,1,0,3,67,3013
다바4799,0,0,0,0,0,0,1,4,0,1,0,31
다사9401,0,0,0,0,0,0,0,3,0,0,0,146
다사9597,0,0,0,0,0,0,0,6,0,0,0,23
다사4809,0,0,0,0,0,0,0,0,0,0,0,50
다사7726,0,0,0,5,0,1,7,11,0,3,126,4582
다사9334,0,0,0,0,0,0,0,0,0,0,0,91
다아5306,0,0,0,0,0,0,0,2,0,0,0,67
다사9912,0,0,0,0,0,0,0,4,0,0,0,35
라사0418,0,0,0,0,0,0,0,1,0,0,0,66
다사5129,0,0,0,4,0,0,3,12,0,2,113,3700
다사4588,0,0,0,0,0,0,0,2,0,0,0,90
다아6114,0,0,0,0,0,0,0,6,0,0,0,38
다사3274,0,0,0,0,0,0,0,0,0,1,0,138
라사1004,0,0,0,0,0,0,0,0,0,0,0,77
다사4408,0,0,0,1,0,0,4,6,0,0,0,237
다사6670,0,0,0,0,0,0,0,0,0,0,54,558
다바5188,0,0,0,0,0,0,2,2,0,4,59,1718
다사8250,0,0,0,0,0,0,0,1,0,0,0,74
다사2758,0,0,0,0,0,0,0,0,0,0,0,11
다사4718,0,0,0,0,0,0,0,1,0,0,0,131
다사8355,0,0,0,0,0,0,0,0,0,0,0,132
다사8413,0,0,0,0,0,0,1,0,0,0,0,213
다사6173,0,0,0,0,0,0,0,0,0,1,0,43
다사4089,0,0,0,0,0,0,0,4,0,0,0,61
다사6888,0,0,0,0,0,0,0,0,0,0,0,37
다사4236,0,0,0,0,0,0,0,2,0,0,0,141
다사5404,0,0,0,0,0,0,1,3,0,0,0,196
다사7286,0,0,0,0,0,0,3,4,0,0,16,510
다사9446,0,0,0,0,0,0,0,4,0,0,13,300
다바9292,0,0,0,0,0,0,0,2,0,0,0,15
다사3169,0,0,0,7,0,0,6,14,0,22,711,11877
다사9608,0,0,0,0,0,0,0,0,0,0,0,21
다사7947,0,0,0,0,0,0,0,2,0,0,0,61
다사5675,0,0,0,0,0,0,0,2,0,0,0,29
다사3360,0,0,0,0,0,0,0,2,0,0,0,0
라바0297,0,0,0,0,0,0,0,6,0,0,6,201
다사8433,0,0,0,0,0,0,0,0,0,0,0,80
다바4999,0,0,0,0,0,0,0,1,0,0,0,116
다사5880,0,0,0,0,0,0,0,0,0,0,0,20
다바7688,0,0,0,0,0,0,1,4,0,0,0,229
라사0722,0,0,0,0,0,0,1,4,0,0,0,203
다사5523,0,0,0,10,0,0,16,24,0,16,346,15966
다사7063,0,0,0,0,0,0,0,4,0,0,0,211
다사1756,0,0,0,0,0,0,0,0,0,0,0,6
다사6321,0,0,0,0,0,0,1,2,0,6,152,2732
다사3123,0,0,0,0,0,0,0,4,0,0,0,24
다사6486,0,0,0,0,0,0,0,2,0,0,0,26
다사9923,0,0,0,0,0,0,0,3,0,0,0,57
다사7582,0,0,0,0,0,0,0,0,0,0,0,147
다사4406,0,0,0,0,0,0,0,4,0,0,0,186
다사2115,0,0,0,0,0,0,1,6,0,0,0,245
다사7424,0,0,0,0,0,0,0,1,0,0,0,148
다사9948,0,0,0,0,0,0,0,4,0,0,0,223
다바5986,0,0,0,0,0,0,1,7,0,0,17,597
라사1026,0,0,0,0,0,0,0,4,0,0,0,144
다사8477,0,0,0,0,0,0,0,5,0,0,0,76
다사9269,0,0,0,0,0,0,1,2,0,0,13,311
다사8137,0,0,0,0,0,0,0,4,0,0,0,142
라사0611,0,0,0,0,0,0,0,0,0,0,0,0
라사2010,0,0,0,0,0,0,0,0,0,0,0,0
다사3783,0,0,0,0,1,0,1,14,0,8,130,3144
다아6317,0,0,0,0,0,0,0,0,0,0,0,19
라사1408,0,0,0,0,0,0,0,2,0,0,0,31
다사7988,0,0,0,0,0,0,0,0,0,0,0,0
다사7952,0,0,0,0,0,0,0,0,0,0,0,16
다바9494,0,0,0,0,0,0,0,2,0,0,0,66
다사7829,0,0,0,0,0,0,0,0,0,0,0,128
다사9079,0,0,0,0,0,0,0,0,0,0,0,7
라사0759,0,0,0,0,0,0,0,0,0,0,0,0
다사2981,0,0,0,0,0,0,0,0,0,0,0,0
다사5713,0,0,0,0,0,0,0,3,0,0,0,386
다사5417,0,0,0,4,0,1,3,14,0,2,42,2563
다사3758,0,0,0,0,0,0,0,3,0,0,0,129
다사7637,0,0,0,0,0,0,0,6,0,0,65,1946
라사2017,0,0,0,0,0,0,0,0,0,0,0,8
다바5981,0,0,0,0,0,0,0,0,0,0,0,31
다사8350,0,0,0,0,0,0,0,7,1,1,0,189
다사5329,0,0,0,0,0,0,1,0,0,3,163,3725
다사4305,0,0,0,0,0,0,0,0,0,0,0,71
다바7690,0,0,0,0,0,1,2,2,0,2,17,737
다사7342,0,0,0,0,0,0,0,0,0,0,0,0
라사1719,0,0,0,0,0,0,0,0,0,0,0,103
다사3442,0,0,0,4,0,0,5,16,0,6,407,8963
다사7614,0,0,0,0,0,0,3,4,0,0,0,300
다사6668,0,0,0,0,0,0,3,0,0,7,147,4217
다바6790,0,0,0,0,0,0,0,8,0,1,8,467
다아5105,0,0,0,0,0,0,0,0,0,0,0,17
라사0141,0,0,0,0,0,0,0,7,0,0,7,275
다사8938,0,0,0,0,0,0,0,0,0,0,0,22
다사4601,0,0,0,0,0,0,1,4,0,3,134,2384
다사9771,0,0,0,0,0,0,0,0,0,0,0,0
다사6075,0,0,0,0,0,1,1,11,0,1,0,158
다사5096,0,0,0,0,0,0,0,0,0,0,0,0
다사3840,0,0,0,0,0,0,0,7,0,2,220,3856
라사1732,0,0,0,0,0,0,0,0,0,0,0,10
라사0039,0,0,0,0,0,0,0,0,0,0,0,132
다사6836,0,0,0,4,0,1,9,10,0,8,303,8749
다사7214,0,0,0,5,1,0,13,7,0,4,266,6010
다아5914,0,0,0,0,0,0,0,0,0,0,0,20
다사1400,0,0,0,0,0,0,0,0,0,0,0,0
다아7303,0,0,0,0,0,0,0,4,0,0,0,58
다사8876,0,0,0,0,0,0,0,0,0,0,0,208
다바8885,0,0,0,0,0,0,0,0,0,0,0,21
다사3569,0,0,0,0,0,0,6,12,1,1,152,4109
다사4573,0,0,0,0,0,0,0,8,0,0,0,142
다사5507,0,0,0,0,0,0,0,6,0,0,0,64
다아7102,0,0,0,0,0,0,0,0,0,0,0,32
다사4528,0,0,0,0,0,0,0,0,0,0,0,34
다사9123,0,0,0,3,0,1,4,8,0,2,144,2194
라사0026,0,0,0,0,0,0,0,1,0,0,0,74
다사4183,0,0,0,0,0,0,0,0,0,0,0,33
다사6606,0,0,0,0,0,0,2,5,0,1,148,1884
라사0713,0,0,0,0,0,0,0,0,0,0,0,13
라사1953,0,0,0,0,0,0,0,0,0,0,0,9
다사4281,0,0,0,0,0,0,0,4,0,0,43,637
다아6406,0,0,0,0,0,0,0,2,0,0,0,60
다바6489,0,0,0,5,0,0,7,25,0,16,687,15072
라사0486,0,0,0,0,0,0,1,2,0,2,16,243
다사4609,0,0,0,0,0,0,0,0,0,0,0,116
라사0295,0,0,0,0,0,0,0,2,0,0,0,24
다사9961,0,0,0,0,0,0,0,2,0,0,0,97
라사1132,0,0,0,0,0,0,0,4,0,0,0,106
다사6853,0,0,0,0,0,0,1,6,0,0,7,473
다사7592,0,0,0,0,0,1,2,3,0,1,0,330
다사6660,0,0,0,6,0,0,9,24,0,11,324,8400
다사2071,0,0,0,0,0,0,0,3,0,0,0,125
다사5267,0,0,0,0,0,0,0,0,0,1,0,7
다아9005,0,0,0,0,0,0,0,0,0,0,0,0
다사5985,0,0,0,0,0,0,0,5,0,0,0,82
다사3345,0,0,0,9,0,0,25,18,1,6,466,13331
다사3376,0,0,0,0,0,0,0,3,0,0,0,109
다아6100,0,0,0,0,0,0,0,2,0,0,0,16
다바4795,0,0,0,0,0,0,0,1,0,0,0,103
다아7707,0,0,0,0,0,0,0,0,0,0,0,0
다사4605,0,0,0,0,0,0,1,4,0,0,0,91
다사4516,0,0,0,0,0,0,0,2,0,1,0,100
다사3106,0,0,0,0,0,0,0,2,0,0,0,147
라사1242,0,0,0,0,0,0,0,2,0,0,9,306
다사8328,0,0,0,0,0,0,1,0,0,1,89,2057
다바4287,0,0,0,0,0,0,1,4,0,1,94,1324
다바6787,0,0,0,0,0,0,1,1,0,9,487,5966
다사8968,0,0,0,0,0,0,0,0,0,0,0,16
다바4597,0,0,0,0,0,0,0,1,0,0,0,106
다바4486,0,0,0,0,0,0,0,6,0,3,87,2144
다사8741,0,0,0,0,0,0,0,0,0,0,0,96
다사3700,0,0,0,0,0,0,0,5,0,0,0,121
다바8291,0,0,0,0,0,0,0,0,0,0,0,145
다바5287,0,0,0,0,0,0,0,6,0,0,7,206
다사3129,0,0,0,8,0,0,12,13,0,25,599,16256
다사3923,0,0,0,7,0,0,10,17,0,38,957,22754
다사7500,0,0,0,0,0,0,0,2,0,0,0,14
다사5233,0,0,0,9,1,0,19,37,0,17,835,19110
다사9125,0,0,0,0,0,0,0,2,0,0,0,10
다사6068,0,0,0,4,0,0,9,15,0,10,338,11369
라사0741,0,0,0,0,0,0,0,0,0,0,0,6
다사8237,0,0,0,0,0,0,0,2,0,0,0,132
다사7757,0,0,0,0,0,0,0,1,0,0,0,46
다바8584,0,0,0,0,0,0,0,1,0,0,0,49
다사5282,0,0,0,0,0,0,0,1,0,0,0,170
다사5131,0,0,0,5,0,0,10,30,0,22,824,23420
다사9155,0,0,0,0,0,0,0,2,0,0,0,96
다사5219,0,0,0,2,0,0,3,7,0,4,97,2086
다바4986,0,0,0,0,0,0,4,0,0,4,539,5578
다사8324,0,0,0,0,0,0,0,1,0,0,0,38
다사2017,0,0,0,0,0,0,0,2,0,0,0,179
다사5334,0,0,0,2,0,1,9,10,0,7,287,7732
다사2260,0,0,0,9,0,0,26,10,0,12,1105,15802
다사9865,0,0,0,0,0,0,0,2,0,0,0,121
다사9315,0,0,0,0,0,0,1,11,0,0,0,289
다사8967,0,0,0,0,0,0,0,0,0,0,0,0
다사8830,0,0,0,0,0,0,0,0,0,0,0,41
라사1528,0,0,0,0,0,0,0,3,0,0,0,109
다사2262,0,0,0,4,0,1,4,10,0,2,260,5661
다사7272,0,0,0,0,0,0,0,4,0,1,0,73
라사0223,0,0,0,0,0,0,0,0,0,0,0,94
다바5088,0,0,0,0,0,0,1,10,0,3,7,190
다바4988,0,0,0,3,0,0,1,4,0,3,10,742
다사4456,0,0,0,0,0,1,2,10,1,5,46,1343
다아8406,0,0,0,0,0,0,0,5,0,0,0,41
다사8694,0,0,0,0,0,0,0,0,0,0,0,11
다바4797,0,0,0,0,0,0,1,7,0,0,0,170
라사1249,0,0,0,0,0,0,0,0,0,0,0,65
라사1633,0,0,0,0,0,0,0,2,0,0,0,86
다사7505,0,0,0,0,0,0,0,2,0,0,0,147
다사3985,0,0,0,0,0,0,1,9,0,1,0,597
라사0221,0,0,0,0,0,0,2,6,0,0,0,65
다사2614,0,0,0,0,0,0,0,0,0,0,0,0
다사7332,0,0,0,0,0,0,0,0,0,0,0,29
다사7526,0,0,0,0,0,0,0,4,0,0,0,192
다바4687,0,0,0,0,0,0,1,3,0,0,0,228
다사9349,0,0,0,0,0,0,0,0,0,0,0,99
다사9808,0,0,0,0,0,1,2,5,0,1,0,327
다바7293,0,0,0,1,0,0,1,7,0,0,0,167
다사9395,0,0,0,0,0,0,0,0,0,0,0,8
다사2474,0,0,0,0,0,0,0,4,0,0,0,152
다사8923,0,0,0,0,0,0,0,1,0,0,0,191
